locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
FBgn0000008,,1,347,NE,Nonessential
FBgn0000014,,1,347,E,Essential
FBgn0000015,,1,347,NE,Nonessential
FBgn0000017,,1,347,NE,Nonessential
FBgn0000018,,1,347,NE,Nonessential
FBgn0000022,,1,347,NE,Nonessential
FBgn0000024,,1,347,NE,Nonessential
FBgn0000028,,1,347,NE,Nonessential
FBgn0000032,,1,347,NE,Nonessential
FBgn0000036,,1,347,NE,Nonessential
FBgn0000037,,1,347,NE,Nonessential
FBgn0000038,,1,347,NE,Nonessential
FBgn0000039,,1,347,NE,Nonessential
FBgn0000042,,1,347,NE,Nonessential
FBgn0000043,,1,347,NE,Nonessential
FBgn0000044,,1,347,NE,Nonessential
FBgn0000045,,1,347,NE,Nonessential
FBgn0000046,,1,347,NE,Nonessential
FBgn0000047,,1,347,NE,Nonessential
FBgn0000052,,1,347,NE,Nonessential
FBgn0000053,,1,347,NE,Nonessential
FBgn0000054,,1,347,NE,Nonessential
FBgn0000055,,1,347,NE,Nonessential
FBgn0000056,,1,347,NE,Nonessential
FBgn0000057,,1,347,NE,Nonessential
FBgn0000061,,1,347,NE,Nonessential
FBgn0000063,,1,347,NE,Nonessential
FBgn0000064,,1,347,NE,Nonessential
FBgn0000071,,1,347,NE,Nonessential
FBgn0000075,,1,347,NE,Nonessential
FBgn0000077,,1,347,NE,Nonessential
FBgn0000078,,1,347,NE,Nonessential
FBgn0000079,,1,347,NE,Nonessential
FBgn0000083,,1,347,NE,Nonessential
FBgn0000084,,1,347,NE,Nonessential
FBgn0000092,,1,347,NE,Nonessential
FBgn0000094,,2,"363,347","NE,NE",Nonessential
FBgn0000097,,1,347,E,Essential
FBgn0000099,,1,347,NE,Nonessential
FBgn0000100,,1,347,NE,Nonessential
FBgn0000108,,1,347,NE,Nonessential
FBgn0000109,,1,347,NE,Nonessential
FBgn0000114,,1,347,NE,Nonessential
FBgn0000115,,1,347,NE,Nonessential
FBgn0000116,,1,347,NE,Nonessential
FBgn0000117,,1,347,NE,Nonessential
FBgn0000119,,1,347,NE,Nonessential
FBgn0000120,,1,347,NE,Nonessential
FBgn0000121,,1,347,NE,Nonessential
FBgn0000137,,1,347,NE,Nonessential
FBgn0000139,,1,347,NE,Nonessential
FBgn0000140,,1,347,NE,Nonessential
FBgn0000142,,1,347,NE,Nonessential
FBgn0000146,,1,347,NE,Nonessential
FBgn0000147,,1,347,NE,Nonessential
FBgn0000150,,1,347,NE,Nonessential
FBgn0000152,,1,347,NE,Nonessential
FBgn0000153,,1,347,NE,Nonessential
FBgn0000157,,1,347,NE,Nonessential
FBgn0000158,,1,347,NE,Nonessential
FBgn0000163,,1,347,NE,Nonessential
FBgn0000166,,1,347,NE,Nonessential
FBgn0000171,,1,347,NE,Nonessential
FBgn0000173,,1,347,NE,Nonessential
FBgn0000179,,1,347,NE,Nonessential
FBgn0000180,,1,347,NE,Nonessential
FBgn0000181,,1,347,NE,Nonessential
FBgn0000182,,1,347,NE,Nonessential
FBgn0000183,,1,347,NE,Nonessential
FBgn0000206,,1,347,NE,Nonessential
FBgn0000210,,1,347,NE,Nonessential
FBgn0000212,,1,347,NE,Nonessential
FBgn0000216,,1,347,NE,Nonessential
FBgn0000221,,1,347,NE,Nonessential
FBgn0000227,,1,347,NE,Nonessential
FBgn0000228,,1,347,NE,Nonessential
FBgn0000229,,1,347,NE,Nonessential
FBgn0000233,,1,347,NE,Nonessential
FBgn0000239,,1,347,NE,Nonessential
FBgn0000241,,1,347,NE,Nonessential
FBgn0000242,,1,347,NE,Nonessential
FBgn0000244,,1,347,NE,Nonessential
FBgn0000246,,1,347,NE,Nonessential
FBgn0000247,,1,347,NE,Nonessential
FBgn0000250,,1,347,NE,Nonessential
FBgn0000251,,1,347,NE,Nonessential
FBgn0000253,,1,347,NE,Nonessential
FBgn0000256,,1,347,NE,Nonessential
FBgn0000257,,1,347,NE,Nonessential
FBgn0000258,,1,347,NE,Nonessential
FBgn0000259,,1,347,NE,Nonessential
FBgn0000261,,1,347,NE,Nonessential
FBgn0000273,,1,347,NE,Nonessential
FBgn0000274,,1,347,NE,Nonessential
FBgn0000276,,1,347,NE,Nonessential
FBgn0000277,,1,347,NE,Nonessential
FBgn0000278,,2,"347,363","NE,NE",Nonessential
FBgn0000279,,1,347,NE,Nonessential
FBgn0000283,,1,347,NE,Nonessential
FBgn0000286,,1,347,E,Essential
FBgn0000287,,1,347,NE,Nonessential
FBgn0000289,,1,347,E,Essential
FBgn0000299,,1,347,NE,Nonessential
FBgn0000303,,1,347,NE,Nonessential
FBgn0000307,,1,347,NE,Nonessential
FBgn0000308,,1,347,NE,Nonessential
FBgn0000313,,1,347,NE,Nonessential
FBgn0000316,,1,347,NE,Nonessential
FBgn0000317,,1,347,NE,Nonessential
FBgn0000318,,1,347,NE,Nonessential
FBgn0000319,,1,347,NE,Nonessential
FBgn0000320,,1,347,NE,Nonessential
FBgn0000326,,1,347,NE,Nonessential
FBgn0000330,,1,347,NE,Nonessential
FBgn0000337,,1,347,NE,Nonessential
FBgn0000338,,2,"347,363","NE,E",Conditional
FBgn0000339,,1,347,NE,Nonessential
FBgn0000346,,1,347,NE,Nonessential
FBgn0000351,,1,347,NE,Nonessential
FBgn0000352,,1,347,NE,Nonessential
FBgn0000355,,1,347,NE,Nonessential
FBgn0000356,,1,347,NE,Nonessential
FBgn0000357,,1,347,NE,Nonessential
FBgn0000358,,1,347,NE,Nonessential
FBgn0000359,,1,347,NE,Nonessential
FBgn0000360,,1,347,NE,Nonessential
FBgn0000363,,1,347,E,Essential
FBgn0000370,,1,347,NE,Nonessential
FBgn0000376,,1,347,NE,Nonessential
FBgn0000377,,1,347,NE,Nonessential
FBgn0000382,,1,347,NE,Nonessential
FBgn0000384,,1,347,NE,Nonessential
FBgn0000392,,1,347,NE,Nonessential
FBgn0000394,,1,347,NE,Nonessential
FBgn0000395,,1,347,NE,Nonessential
FBgn0000404,,1,347,NE,Nonessential
FBgn0000405,,1,347,NE,Nonessential
FBgn0000406,,1,347,NE,Nonessential
FBgn0000409,,1,347,NE,Nonessential
FBgn0000411,,1,347,NE,Nonessential
FBgn0000412,,1,347,NE,Nonessential
FBgn0000413,,1,347,NE,Nonessential
FBgn0000414,,1,347,NE,Nonessential
FBgn0000416,,1,347,NE,Nonessential
FBgn0000422,,1,347,NE,Nonessential
FBgn0000426,,1,347,NE,Nonessential
FBgn0000427,,1,347,NE,Nonessential
FBgn0000439,,1,347,NE,Nonessential
FBgn0000442,,1,347,NE,Nonessential
FBgn0000447,,1,347,NE,Nonessential
FBgn0000448,,1,347,E,Essential
FBgn0000449,,1,347,NE,Nonessential
FBgn0000451,,1,347,NE,Nonessential
FBgn0000454,,1,347,NE,Nonessential
FBgn0000455,,1,347,NE,Nonessential
FBgn0000459,,1,347,NE,Nonessential
FBgn0000463,,2,"347,363","NE,E",Conditional
FBgn0000464,,1,347,NE,Nonessential
FBgn0000472,,1,347,NE,Nonessential
FBgn0000473,,1,347,NE,Nonessential
FBgn0000477,,1,347,NE,Nonessential
FBgn0000479,,2,"347,363","NE,NE",Nonessential
FBgn0000482,,1,347,NE,Nonessential
FBgn0000489,,1,347,NE,Nonessential
FBgn0000490,,1,347,NE,Nonessential
FBgn0000492,,1,347,NE,Nonessential
FBgn0000497,,1,347,NE,Nonessential
FBgn0000499,,1,347,NE,Nonessential
FBgn0000500,,1,347,NE,Nonessential
FBgn0000504,,1,347,NE,Nonessential
FBgn0000520,,1,347,NE,Nonessential
FBgn0000524,,1,347,NE,Nonessential
FBgn0000527,,1,347,NE,Nonessential
FBgn0000529,,1,347,NE,Nonessential
FBgn0000533,,1,347,NE,Nonessential
FBgn0000535,,1,347,NE,Nonessential
FBgn0000536,,1,347,NE,Nonessential
FBgn0000541,,1,347,NE,Nonessential
FBgn0000542,,1,347,NE,Nonessential
FBgn0000543,,1,347,NE,Nonessential
FBgn0000546,,1,347,NE,Nonessential
FBgn0000547,,1,347,NE,Nonessential
FBgn0000551,,1,347,NE,Nonessential
FBgn0000552,,1,347,NE,Nonessential
FBgn0000556,,1,347,NE,Nonessential
FBgn0000557,,1,347,NE,Nonessential
FBgn0000559,,1,347,NE,Nonessential
FBgn0000560,,1,347,NE,Nonessential
FBgn0000562,,1,347,NE,Nonessential
FBgn0000564,,1,347,NE,Nonessential
FBgn0000565,,1,347,NE,Nonessential
FBgn0000566,,1,347,NE,Nonessential
FBgn0000567,,1,347,E,Essential
FBgn0000568,,1,347,NE,Nonessential
FBgn0000575,,1,347,NE,Nonessential
FBgn0000576,,1,347,NE,Nonessential
FBgn0000577,,1,347,NE,Nonessential
FBgn0000578,,1,347,NE,Nonessential
FBgn0000579,,1,347,NE,Nonessential
FBgn0000581,,1,347,NE,Nonessential
FBgn0000588,,2,"347,363","NE,NE",Nonessential
FBgn0000591,,1,347,NE,Nonessential
FBgn0000592,,1,347,NE,Nonessential
FBgn0000594,,1,347,NE,Nonessential
FBgn0000606,,1,347,NE,Nonessential
FBgn0000611,,1,347,NE,Nonessential
FBgn0000615,,1,347,NE,Nonessential
FBgn0000617,,1,347,NE,Nonessential
FBgn0000618,,1,347,NE,Nonessential
FBgn0000625,,1,347,E,Essential
FBgn0000629,,1,347,NE,Nonessential
FBgn0000630,,1,347,NE,Nonessential
FBgn0000633,,1,347,NE,Nonessential
FBgn0000634,,2,"347,363","NE,NE",Nonessential
FBgn0000635,,1,347,NE,Nonessential
FBgn0000636,,1,347,NE,Nonessential
FBgn0000639,,1,347,NE,Nonessential
FBgn0000640,,1,347,NE,Nonessential
FBgn0000644,,1,347,NE,Nonessential
FBgn0000658,,1,347,NE,Nonessential
FBgn0000659,,1,347,NE,Nonessential
FBgn0000662,,1,347,NE,Nonessential
FBgn0000667,,1,347,NE,Nonessential
FBgn0000709,,1,347,NE,Nonessential
FBgn0000711,,1,347,NE,Nonessential
FBgn0000715,,1,347,NE,Nonessential
FBgn0000719,,1,347,NE,Nonessential
FBgn0000721,,1,347,NE,Nonessential
FBgn0000723,,1,347,NE,Nonessential
FBgn0000808,,1,347,NE,Nonessential
FBgn0000810,,1,347,NE,Nonessential
FBgn0000826,,1,347,NE,Nonessential
FBgn0000927,,1,347,NE,Nonessential
FBgn0000928,,1,347,NE,Nonessential
FBgn0000964,,1,347,NE,Nonessential
FBgn0000986,,1,347,NE,Nonessential
FBgn0000996,,1,347,E,Essential
FBgn0001075,,1,347,NE,Nonessential
FBgn0001077,,1,347,NE,Nonessential
FBgn0001078,,1,347,NE,Nonessential
FBgn0001079,,1,347,NE,Nonessential
FBgn0001083,,1,347,NE,Nonessential
FBgn0001084,,1,347,NE,Nonessential
FBgn0001085,,1,347,NE,Nonessential
FBgn0001086,,1,347,E,Essential
FBgn0001087,,1,347,NE,Nonessential
FBgn0001089,,1,347,NE,Nonessential
FBgn0001090,,1,347,NE,Nonessential
FBgn0001091,,1,347,NE,Nonessential
FBgn0001092,,1,347,NE,Nonessential
FBgn0001098,,1,347,NE,Nonessential
FBgn0001099,,1,347,NE,Nonessential
FBgn0001104,,1,347,NE,Nonessential
FBgn0001105,,1,347,NE,Nonessential
FBgn0001108,,1,347,NE,Nonessential
FBgn0001112,,2,"347,363","NE,E",Conditional
FBgn0001114,,1,347,NE,Nonessential
FBgn0001120,,1,347,NE,Nonessential
FBgn0001122,,1,347,NE,Nonessential
FBgn0001123,,1,347,NE,Nonessential
FBgn0001124,,1,347,NE,Nonessential
FBgn0001125,,1,347,NE,Nonessential
FBgn0001128,,1,347,NE,Nonessential
FBgn0001133,,1,347,NE,Nonessential
FBgn0001134,,1,347,NE,Nonessential
FBgn0001137,,1,347,NE,Nonessential
FBgn0001138,,1,347,NE,Nonessential
FBgn0001139,,1,347,NE,Nonessential
FBgn0001142,,1,347,NE,Nonessential
FBgn0001145,,1,347,NE,Nonessential
FBgn0001147,,1,347,NE,Nonessential
FBgn0001148,,1,347,NE,Nonessential
FBgn0001149,,1,347,NE,Nonessential
FBgn0001150,,1,347,NE,Nonessential
FBgn0001168,,1,347,NE,Nonessential
FBgn0001169,,1,347,NE,Nonessential
FBgn0001170,,1,347,NE,Nonessential
FBgn0001174,,1,347,NE,Nonessential
FBgn0001179,,1,347,NE,Nonessential
FBgn0001180,,1,347,NE,Nonessential
FBgn0001185,,1,347,NE,Nonessential
FBgn0001186,,1,347,NE,Nonessential
FBgn0001187,,1,347,NE,Nonessential
FBgn0001189,,1,347,NE,Nonessential
FBgn0001197,,1,347,NE,Nonessential
FBgn0001202,,1,347,NE,Nonessential
FBgn0001203,,1,347,NE,Nonessential
FBgn0001205,,1,347,NE,Nonessential
FBgn0001206,,1,347,NE,Nonessential
FBgn0001208,,1,347,NE,Nonessential
FBgn0001215,,1,347,NE,Nonessential
FBgn0001216,,1,347,NE,Nonessential
FBgn0001217,,1,347,NE,Nonessential
FBgn0001218,,1,347,NE,Nonessential
FBgn0001219,,1,347,NE,Nonessential
FBgn0001220,,1,347,NE,Nonessential
FBgn0001222,,1,347,NE,Nonessential
FBgn0001223,,1,347,NE,Nonessential
FBgn0001224,,1,347,NE,Nonessential
FBgn0001225,,1,347,NE,Nonessential
FBgn0001226,,1,347,NE,Nonessential
FBgn0001227,,1,347,NE,Nonessential
FBgn0001228,,1,347,NE,Nonessential
FBgn0001229,,1,347,NE,Nonessential
FBgn0001230,,1,347,NE,Nonessential
FBgn0001233,,1,347,NE,Nonessential
FBgn0001235,,1,347,NE,Nonessential
FBgn0001247,,1,347,NE,Nonessential
FBgn0001248,,1,347,NE,Nonessential
FBgn0001250,,1,347,NE,Nonessential
FBgn0001253,,1,347,NE,Nonessential
FBgn0001254,,1,347,NE,Nonessential
FBgn0001255,,1,347,NE,Nonessential
FBgn0001256,,1,347,NE,Nonessential
FBgn0001257,,1,347,NE,Nonessential
FBgn0001258,,1,347,NE,Nonessential
FBgn0001259,,1,347,NE,Nonessential
FBgn0001263,,1,347,NE,Nonessential
FBgn0001269,,1,347,NE,Nonessential
FBgn0001276,,1,347,NE,Nonessential
FBgn0001280,,1,347,NE,Nonessential
FBgn0001281,,2,"347,363","NE,E",Conditional
FBgn0001285,,1,347,NE,Nonessential
FBgn0001291,,1,347,NE,Nonessential
FBgn0001296,,1,347,NE,Nonessential
FBgn0001297,,1,347,E,Essential
FBgn0001301,,1,347,NE,Nonessential
FBgn0001308,,1,347,NE,Nonessential
FBgn0001311,,1,347,NE,Nonessential
FBgn0001313,,1,347,NE,Nonessential
FBgn0001314,,1,347,NE,Nonessential
FBgn0001315,,1,347,NE,Nonessential
FBgn0001316,,1,347,NE,Nonessential
FBgn0001319,,1,347,NE,Nonessential
FBgn0001320,,1,347,NE,Nonessential
FBgn0001321,,1,347,NE,Nonessential
FBgn0001323,,1,347,NE,Nonessential
FBgn0001324,,1,347,NE,Nonessential
FBgn0001325,,1,347,NE,Nonessential
FBgn0001330,,1,347,NE,Nonessential
FBgn0001332,,1,347,NE,Nonessential
FBgn0001337,,1,347,NE,Nonessential
FBgn0001341,,1,347,NE,Nonessential
FBgn0001404,,1,347,NE,Nonessential
FBgn0001491,,1,347,NE,Nonessential
FBgn0001560,,1,347,NE,Nonessential
FBgn0001565,,1,347,NE,Nonessential
FBgn0001612,,2,"363,347","E,NE",Conditional
FBgn0001624,,1,347,NE,Nonessential
FBgn0001941,,1,347,NE,Nonessential
FBgn0001942,,1,347,E,Essential
FBgn0001961,,1,347,NE,Nonessential
FBgn0001965,,1,347,NE,Nonessential
FBgn0001967,,1,347,NE,Nonessential
FBgn0001970,,1,347,NE,Nonessential
FBgn0001974,,1,347,NE,Nonessential
FBgn0001977,,1,347,NE,Nonessential
FBgn0001978,,1,347,NE,Nonessential
FBgn0001981,,1,347,NE,Nonessential
FBgn0001983,,1,347,NE,Nonessential
FBgn0001986,,1,347,NE,Nonessential
FBgn0001987,,1,347,NE,Nonessential
FBgn0001989,,1,347,NE,Nonessential
FBgn0001990,,1,347,NE,Nonessential
FBgn0001991,,1,347,NE,Nonessential
FBgn0001992,,1,347,NE,Nonessential
FBgn0001994,,1,347,NE,Nonessential
FBgn0001995,,1,347,NE,Nonessential
FBgn0002021,,1,347,NE,Nonessential
FBgn0002022,,1,347,NE,Nonessential
FBgn0002023,,1,347,NE,Nonessential
FBgn0002031,,1,347,NE,Nonessential
FBgn0002036,,1,347,NE,Nonessential
FBgn0002044,,1,347,NE,Nonessential
FBgn0002069,,1,347,NE,Nonessential
FBgn0002121,,1,347,NE,Nonessential
FBgn0002174,,1,347,NE,Nonessential
FBgn0002183,,1,347,NE,Nonessential
FBgn0002283,,1,347,NE,Nonessential
FBgn0002284,,1,347,E,Essential
FBgn0002306,,1,347,NE,Nonessential
FBgn0002354,,1,347,NE,Nonessential
FBgn0002413,,1,347,NE,Nonessential
FBgn0002431,,1,347,NE,Nonessential
FBgn0002440,,1,347,NE,Nonessential
FBgn0002441,,1,347,NE,Nonessential
FBgn0002466,,1,347,NE,Nonessential
FBgn0002521,,1,347,NE,Nonessential
FBgn0002522,,1,347,NE,Nonessential
FBgn0002524,,1,347,NE,Nonessential
FBgn0002525,,1,347,NE,Nonessential
FBgn0002526,,1,347,E,Essential
FBgn0002527,,1,347,NE,Nonessential
FBgn0002528,,1,347,NE,Nonessential
FBgn0002531,,1,347,NE,Nonessential
FBgn0002533,,1,347,NE,Nonessential
FBgn0002534,,1,347,NE,Nonessential
FBgn0002535,,1,347,NE,Nonessential
FBgn0002542,,1,347,NE,Nonessential
FBgn0002543,,1,347,NE,Nonessential
FBgn0002552,,1,347,NE,Nonessential
FBgn0002561,,1,347,NE,Nonessential
FBgn0002562,,1,347,NE,Nonessential
FBgn0002563,,1,347,NE,Nonessential
FBgn0002564,,1,347,NE,Nonessential
FBgn0002565,,1,347,NE,Nonessential
FBgn0002566,,1,347,NE,Nonessential
FBgn0002567,,1,347,NE,Nonessential
FBgn0002569,,1,347,NE,Nonessential
FBgn0002570,,1,347,NE,Nonessential
FBgn0002571,,1,347,NE,Nonessential
FBgn0002573,,1,347,NE,Nonessential
FBgn0002576,,1,347,NE,Nonessential
FBgn0002577,,1,347,NE,Nonessential
FBgn0002578,,1,347,NE,Nonessential
FBgn0002579,,1,347,E,Essential
FBgn0002590,,1,347,NE,Nonessential
FBgn0002592,,1,347,NE,Nonessential
FBgn0002593,,1,347,E,Essential
FBgn0002607,,1,347,E,Essential
FBgn0002609,,1,347,NE,Nonessential
FBgn0002622,,1,347,E,Essential
FBgn0002626,,1,347,E,Essential
FBgn0002629,,1,347,NE,Nonessential
FBgn0002631,,1,347,NE,Nonessential
FBgn0002632,,1,347,NE,Nonessential
FBgn0002633,,1,347,NE,Nonessential
FBgn0002638,,2,"363,347","E,NE",Conditional
FBgn0002641,,1,347,NE,Nonessential
FBgn0002643,,1,347,E,Essential
FBgn0002645,,1,347,NE,Nonessential
FBgn0002652,,1,347,NE,Nonessential
FBgn0002673,,1,347,NE,Nonessential
FBgn0002707,,1,347,NE,Nonessential
FBgn0002709,,1,347,NE,Nonessential
FBgn0002715,,1,347,NE,Nonessential
FBgn0002716,,1,347,NE,Nonessential
FBgn0002719,,1,347,NE,Nonessential
FBgn0002723,,1,347,NE,Nonessential
FBgn0002732,,1,347,NE,Nonessential
FBgn0002733,,1,347,NE,Nonessential
FBgn0002734,,1,347,NE,Nonessential
FBgn0002735,,1,347,NE,Nonessential
FBgn0002736,,1,347,NE,Nonessential
FBgn0002772,,1,347,NE,Nonessential
FBgn0002773,,1,347,NE,Nonessential
FBgn0002774,,1,347,NE,Nonessential
FBgn0002775,,1,347,NE,Nonessential
FBgn0002778,,2,"347,363","NE,NE",Nonessential
FBgn0002780,,1,347,NE,Nonessential
FBgn0002781,,1,347,NE,Nonessential
FBgn0002783,,1,347,NE,Nonessential
FBgn0002787,,1,347,E,Essential
FBgn0002789,,1,347,NE,Nonessential
FBgn0002791,,1,347,NE,Nonessential
FBgn0002838,,1,347,NE,Nonessential
FBgn0002842,,1,347,NE,Nonessential
FBgn0002855,,1,347,NE,Nonessential
FBgn0002856,,2,"347,363","NE,NE",Nonessential
FBgn0002862,,1,347,NE,Nonessential
FBgn0002863,,1,347,NE,Nonessential
FBgn0002865,,1,347,NE,Nonessential
FBgn0002868,,1,347,NE,Nonessential
FBgn0002869,,1,347,NE,Nonessential
FBgn0002872,,1,347,NE,Nonessential
FBgn0002873,,1,347,NE,Nonessential
FBgn0002878,,1,347,NE,Nonessential
FBgn0002887,,1,347,NE,Nonessential
FBgn0002891,,1,347,NE,Nonessential
FBgn0002899,,1,347,NE,Nonessential
FBgn0002901,,1,347,NE,Nonessential
FBgn0002905,,1,347,NE,Nonessential
FBgn0002906,,1,347,NE,Nonessential
FBgn0002909,,1,347,NE,Nonessential
FBgn0002914,,1,347,NE,Nonessential
FBgn0002917,,1,347,NE,Nonessential
FBgn0002921,,1,347,NE,Nonessential
FBgn0002922,,1,347,NE,Nonessential
FBgn0002924,,1,347,NE,Nonessential
FBgn0002926,,1,347,NE,Nonessential
FBgn0002930,,1,347,NE,Nonessential
FBgn0002931,,1,347,NE,Nonessential
FBgn0002932,,1,347,NE,Nonessential
FBgn0002933,,1,347,NE,Nonessential
FBgn0002936,,1,347,NE,Nonessential
FBgn0002937,,1,347,NE,Nonessential
FBgn0002938,,1,347,NE,Nonessential
FBgn0002939,,1,347,NE,Nonessential
FBgn0002940,,1,347,NE,Nonessential
FBgn0002941,,1,347,NE,Nonessential
FBgn0002945,,1,347,NE,Nonessential
FBgn0002948,,1,347,NE,Nonessential
FBgn0002962,,1,347,NE,Nonessential
FBgn0002968,,1,347,NE,Nonessential
FBgn0002973,,1,347,NE,Nonessential
FBgn0002985,,1,347,E,Essential
FBgn0002989,,1,347,NE,Nonessential
FBgn0003002,,1,347,NE,Nonessential
FBgn0003008,,1,347,NE,Nonessential
FBgn0003009,,1,347,NE,Nonessential
FBgn0003011,,1,347,NE,Nonessential
FBgn0003013,,1,347,NE,Nonessential
FBgn0003015,,1,347,NE,Nonessential
FBgn0003016,,1,347,NE,Nonessential
FBgn0003022,,1,347,NE,Nonessential
FBgn0003023,,1,347,NE,Nonessential
FBgn0003028,,1,347,NE,Nonessential
FBgn0003031,,1,347,NE,Nonessential
FBgn0003034,,2,"347,363","NE,E",Conditional
FBgn0003041,,1,347,NE,Nonessential
FBgn0003042,,1,347,NE,Nonessential
FBgn0003044,,1,347,NE,Nonessential
FBgn0003046,,1,347,NE,Nonessential
FBgn0003048,,1,347,NE,Nonessential
FBgn0003053,,1,347,NE,Nonessential
FBgn0003057,,1,347,NE,Nonessential
FBgn0003060,,1,347,NE,Nonessential
FBgn0003062,,1,347,NE,Nonessential
FBgn0003065,,1,347,NE,Nonessential
FBgn0003067,,1,347,NE,Nonessential
FBgn0003068,,1,347,NE,Nonessential
FBgn0003071,,1,347,NE,Nonessential
FBgn0003074,,1,347,NE,Nonessential
FBgn0003076,,1,347,NE,Nonessential
FBgn0003079,,1,347,NE,Nonessential
FBgn0003082,,1,347,NE,Nonessential
FBgn0003086,,1,347,NE,Nonessential
FBgn0003087,,1,347,NE,Nonessential
FBgn0003089,,1,347,NE,Nonessential
FBgn0003090,,1,347,NE,Nonessential
FBgn0003091,,1,347,NE,Nonessential
FBgn0003093,,1,347,NE,Nonessential
FBgn0003114,,1,347,NE,Nonessential
FBgn0003116,,1,347,NE,Nonessential
FBgn0003117,,1,347,NE,Nonessential
FBgn0003118,,1,347,NE,Nonessential
FBgn0003124,,1,347,NE,Nonessential
FBgn0003129,,1,347,NE,Nonessential
FBgn0003130,,1,347,NE,Nonessential
FBgn0003132,,1,347,NE,Nonessential
FBgn0003134,,1,347,NE,Nonessential
FBgn0003137,,1,347,NE,Nonessential
FBgn0003138,,1,347,NE,Nonessential
FBgn0003139,,1,347,NE,Nonessential
FBgn0003140,,1,347,NE,Nonessential
FBgn0003141,,1,347,NE,Nonessential
FBgn0003145,,1,347,NE,Nonessential
FBgn0003149,,1,347,NE,Nonessential
FBgn0003159,,1,347,NE,Nonessential
FBgn0003162,,1,347,NE,Nonessential
FBgn0003165,,1,347,NE,Nonessential
FBgn0003169,,1,347,NE,Nonessential
FBgn0003174,,1,347,NE,Nonessential
FBgn0003175,,1,347,NE,Nonessential
FBgn0003177,,1,347,NE,Nonessential
FBgn0003178,,1,347,NE,Nonessential
FBgn0003187,,1,347,NE,Nonessential
FBgn0003189,,1,347,NE,Nonessential
FBgn0003200,,1,347,NE,Nonessential
FBgn0003204,,1,347,NE,Nonessential
FBgn0003205,,1,347,NE,Nonessential
FBgn0003206,,1,347,NE,Nonessential
FBgn0003209,,1,347,E,Essential
FBgn0003210,,1,347,NE,Nonessential
FBgn0003218,,1,347,NE,Nonessential
FBgn0003227,,1,347,NE,Nonessential
FBgn0003231,,1,347,NE,Nonessential
FBgn0003248,,1,347,NE,Nonessential
FBgn0003249,,1,347,NE,Nonessential
FBgn0003250,,1,347,NE,Nonessential
FBgn0003254,,1,347,NE,Nonessential
FBgn0003255,,1,347,NE,Nonessential
FBgn0003256,,1,347,NE,Nonessential
FBgn0003257,,1,347,NE,Nonessential
FBgn0003261,,1,347,NE,Nonessential
FBgn0003267,,1,347,NE,Nonessential
FBgn0003268,,1,347,NE,Nonessential
FBgn0003270,,1,347,NE,Nonessential
FBgn0003274,,1,347,E,Essential
FBgn0003275,,1,347,NE,Nonessential
FBgn0003276,,1,347,NE,Nonessential
FBgn0003277,,1,347,NE,Nonessential
FBgn0003278,,1,347,NE,Nonessential
FBgn0003279,,1,347,NE,Nonessential
FBgn0003285,,1,347,NE,Nonessential
FBgn0003292,,1,347,NE,Nonessential
FBgn0003295,,1,347,NE,Nonessential
FBgn0003300,,1,347,NE,Nonessential
FBgn0003301,,1,347,E,Essential
FBgn0003302,,1,347,NE,Nonessential
FBgn0003308,,1,347,NE,Nonessential
FBgn0003310,,1,347,NE,Nonessential
FBgn0003312,,1,347,NE,Nonessential
FBgn0003313,,1,347,NE,Nonessential
FBgn0003317,,1,347,NE,Nonessential
FBgn0003319,,1,347,NE,Nonessential
FBgn0003321,,1,347,E,Essential
FBgn0003326,,1,347,NE,Nonessential
FBgn0003328,,1,347,NE,Nonessential
FBgn0003330,,1,347,NE,Nonessential
FBgn0003334,,1,347,NE,Nonessential
FBgn0003339,,1,347,E,Essential
FBgn0003345,,1,347,NE,Nonessential
FBgn0003346,,1,347,NE,Nonessential
FBgn0003353,,1,347,NE,Nonessential
FBgn0003356,,1,347,NE,Nonessential
FBgn0003357,,1,347,NE,Nonessential
FBgn0003358,,1,347,NE,Nonessential
FBgn0003360,,1,347,NE,Nonessential
FBgn0003366,,1,347,NE,Nonessential
FBgn0003371,,1,347,NE,Nonessential
FBgn0003372,,1,347,NE,Nonessential
FBgn0003373,,1,347,NE,Nonessential
FBgn0003374,,1,347,NE,Nonessential
FBgn0003375,,1,347,NE,Nonessential
FBgn0003377,,1,347,NE,Nonessential
FBgn0003378,,1,347,NE,Nonessential
FBgn0003380,,1,347,NE,Nonessential
FBgn0003382,,1,347,NE,Nonessential
FBgn0003383,,1,347,NE,Nonessential
FBgn0003386,,1,347,NE,Nonessential
FBgn0003388,,1,347,NE,Nonessential
FBgn0003390,,1,347,NE,Nonessential
FBgn0003391,,1,347,E,Essential
FBgn0003392,,1,347,NE,Nonessential
FBgn0003396,,1,347,NE,Nonessential
FBgn0003401,,1,347,NE,Nonessential
FBgn0003410,,1,347,NE,Nonessential
FBgn0003411,,1,347,NE,Nonessential
FBgn0003415,,1,347,NE,Nonessential
FBgn0003416,,1,347,NE,Nonessential
FBgn0003423,,1,347,NE,Nonessential
FBgn0003425,,1,347,NE,Nonessential
FBgn0003429,,1,347,NE,Nonessential
FBgn0003430,,1,347,NE,Nonessential
