locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
FBgn0030257,,1,347,NE,Nonessential
FBgn0030258,,1,347,NE,Nonessential
FBgn0030259,,1,347,NE,Nonessential
FBgn0030260,,1,347,NE,Nonessential
FBgn0030261,,1,347,NE,Nonessential
FBgn0030262,,1,347,NE,Nonessential
FBgn0030263,,1,347,NE,Nonessential
FBgn0030266,,1,347,NE,Nonessential
FBgn0030268,,1,347,NE,Nonessential
FBgn0030269,,1,347,NE,Nonessential
FBgn0030270,,1,347,NE,Nonessential
FBgn0030271,,1,347,NE,Nonessential
FBgn0030272,,1,347,NE,Nonessential
FBgn0030274,,1,347,NE,Nonessential
FBgn0030276,,1,347,NE,Nonessential
FBgn0030277,,1,347,NE,Nonessential
FBgn0030278,,1,347,NE,Nonessential
FBgn0030280,,1,347,NE,Nonessential
FBgn0030283,,1,347,NE,Nonessential
FBgn0030286,,1,347,NE,Nonessential
FBgn0030289,,1,347,NE,Nonessential
FBgn0030290,,1,347,NE,Nonessential
FBgn0030291,,1,347,NE,Nonessential
FBgn0030292,,1,347,NE,Nonessential
FBgn0030293,,1,347,NE,Nonessential
FBgn0030294,,1,347,NE,Nonessential
FBgn0030296,,1,347,NE,Nonessential
FBgn0030297,,1,347,NE,Nonessential
FBgn0030298,,1,347,NE,Nonessential
FBgn0030299,,1,347,NE,Nonessential
FBgn0030300,,1,347,NE,Nonessential
FBgn0030301,,1,347,NE,Nonessential
FBgn0030302,,1,347,NE,Nonessential
FBgn0030303,,1,347,NE,Nonessential
FBgn0030304,,2,"347,363","NE,NE",Nonessential
FBgn0030305,,1,347,NE,Nonessential
FBgn0030306,,1,347,NE,Nonessential
FBgn0030307,,2,"363,347","NE,NE",Nonessential
FBgn0030309,,1,347,NE,Nonessential
FBgn0030310,,1,347,NE,Nonessential
FBgn0030311,,1,347,NE,Nonessential
FBgn0030313,,1,347,NE,Nonessential
FBgn0030314,,1,347,NE,Nonessential
FBgn0030316,,1,347,NE,Nonessential
FBgn0030317,,1,347,NE,Nonessential
FBgn0030318,,1,347,NE,Nonessential
FBgn0030319,,1,347,NE,Nonessential
FBgn0030320,,1,347,NE,Nonessential
FBgn0030321,,1,347,NE,Nonessential
FBgn0030322,,1,347,NE,Nonessential
FBgn0030323,,1,347,NE,Nonessential
FBgn0030326,,1,347,NE,Nonessential
FBgn0030327,,1,347,NE,Nonessential
FBgn0030328,,1,347,NE,Nonessential
FBgn0030329,,1,347,NE,Nonessential
FBgn0030330,,1,347,NE,Nonessential
FBgn0030331,,1,347,NE,Nonessential
FBgn0030332,,1,347,NE,Nonessential
FBgn0030334,,1,347,NE,Nonessential
FBgn0030336,,1,347,NE,Nonessential
FBgn0030338,,1,347,NE,Nonessential
FBgn0030339,,1,347,NE,Nonessential
FBgn0030340,,1,347,E,Essential
FBgn0030341,,1,347,NE,Nonessential
FBgn0030342,,1,347,NE,Nonessential
FBgn0030343,,1,347,NE,Nonessential
FBgn0030344,,1,347,NE,Nonessential
FBgn0030345,,1,347,NE,Nonessential
FBgn0030346,,1,347,NE,Nonessential
FBgn0030347,,1,347,NE,Nonessential
FBgn0030348,,1,347,NE,Nonessential
FBgn0030349,,1,347,NE,Nonessential
FBgn0030350,,1,347,NE,Nonessential
FBgn0030351,,2,"363,347","E,NE",Conditional
FBgn0030352,,1,347,NE,Nonessential
FBgn0030354,,1,347,NE,Nonessential
FBgn0030357,,1,347,NE,Nonessential
FBgn0030358,,1,347,NE,Nonessential
FBgn0030359,,1,347,NE,Nonessential
FBgn0030360,,1,347,NE,Nonessential
FBgn0030361,,1,347,NE,Nonessential
FBgn0030362,,1,347,NE,Nonessential
FBgn0030364,,1,347,NE,Nonessential
FBgn0030365,,1,347,NE,Nonessential
FBgn0030366,,1,347,NE,Nonessential
FBgn0030367,,1,347,NE,Nonessential
FBgn0030369,,1,347,NE,Nonessential
FBgn0030370,,1,347,NE,Nonessential
FBgn0030373,,1,347,NE,Nonessential
FBgn0030374,,1,347,NE,Nonessential
FBgn0030375,,1,347,NE,Nonessential
FBgn0030376,,1,347,NE,Nonessential
FBgn0030377,,2,"363,347","NE,NE",Nonessential
FBgn0030384,,1,347,NE,Nonessential
FBgn0030385,,1,347,NE,Nonessential
FBgn0030386,,1,347,NE,Nonessential
FBgn0030389,,1,347,NE,Nonessential
FBgn0030390,,1,347,NE,Nonessential
FBgn0030391,,1,347,NE,Nonessential
FBgn0030394,,1,347,NE,Nonessential
FBgn0030395,,1,347,NE,Nonessential
FBgn0030396,,1,347,NE,Nonessential
FBgn0030398,,1,347,NE,Nonessential
FBgn0030399,,1,347,NE,Nonessential
FBgn0030400,,1,347,NE,Nonessential
FBgn0030403,,1,347,NE,Nonessential
FBgn0030406,,1,347,NE,Nonessential
FBgn0030407,,1,347,NE,Nonessential
FBgn0030408,,1,347,NE,Nonessential
FBgn0030409,,2,"347,363","NE,NE",Nonessential
FBgn0030410,,1,347,NE,Nonessential
FBgn0030411,,1,347,NE,Nonessential
FBgn0030412,,1,347,NE,Nonessential
FBgn0030417,,1,347,NE,Nonessential
FBgn0030418,,1,347,NE,Nonessential
FBgn0030420,,1,347,NE,Nonessential
FBgn0030421,,1,347,NE,Nonessential
FBgn0030425,,1,347,NE,Nonessential
FBgn0030429,,1,347,NE,Nonessential
FBgn0030431,,1,347,NE,Nonessential
FBgn0030432,,1,347,NE,Nonessential
FBgn0030433,,1,347,NE,Nonessential
FBgn0030434,,1,347,NE,Nonessential
FBgn0030435,,1,347,NE,Nonessential
FBgn0030437,,1,347,NE,Nonessential
FBgn0030438,,1,347,NE,Nonessential
FBgn0030439,,1,347,NE,Nonessential
