Interactor A,Interactor B,Interaction Score
Q9VZI4,Q9W4N8,0.423774
Q9VZI4,Q9W2N5,0.7566793
Q9VZI4,Q8MSB1,0.723031
Q9VZI4,Q0KHU0,0.658
Q9VZI4,Q9VZ45,0.5359
Q9VZI4,P52295,0.7833257116
Q9VZI4,Q4Z8K6,0.704684
Q9VZ54,Q8I0Q7,0.21
Q9VZ54,Q9VZI4,0.21
Q8IN78,Q8IQI1,0.24
Q8IN78,Q8MZF1,0.24
Q8IN78,Q9VU12,0.632
Q8IN78,Q9V3X5,0.674444
Q8IN78,Q9W462,0.77158339928
Q8IN78,Q9UAC5,0.56
Q8IN78,Q9XYR0,0.79808
Q8IN78,Q960G9,0.153
Q8IN78,Q9XTN4,0.153
Q8IN78,P23654,0.608987448
Q8IN78,Q9VWT5,0.24
Q8IN78,P02515,0.93635664
A1ZA22,Q9W541,0.85267
Q8MPP2,Q9W541,0.273
Q8MSR4,Q9W541,0.273
Q95SC4,Q9W541,0.273
Q9GQ88,Q9W541,0.273
Q9VMP0,Q9GQQ6,0.09
Q9VMP0,Q9VX41,0.09
Q9VMP0,Q9VLV5,0.2981478
Q9W461,Q9VMP0,0.273
Q9W461,P42278,0.21
Q9W461,Q86BG6,0.744199
Q9W461,Q8IPT8,0.744199
Q9W461,Q9VP66,0.33843
Q9W461,Q8MYU6,0.744199
Q9W461,Q9VW17,0.744199
Q9W461,Q9VW18,0.33843
Q9W461,Q9U1L6,0.637
Q9W461,O77477,0.66967
Q9W461,P35421,0.2811
Q9W461,P06606,0.4907152716
Q9W461,Q9VBP2,0.09
Q9W461,A1ZBL0,0.09
Q9W461,Q24560,0.26913
Q9W461,Q9VZF4,0.79968814
P42278,Q9W2E6,0.09
P42278,A0A0B4K7J2,0.68677
P42278,P29746,0.5359
P42278,P32748,0.56
P42278,A1Z8U4,0.21
P42278,Q7KKI0,0.553
P42278,Q0KHU5,0.6861788
P42278,Q9V3C1,0.672
P42278,Q9VXQ5,0.637
P42278,Q9W3C1,0.553
Q7KB18,Q8MQQ2,0.153
Q7KB18,Q9VPN8,0.153
Q7KB18,Q9VSS2,0.357
Q8SZM7,Q8MQQ2,0.09
Q8SZM7,Q9VPN8,0.09
Q9VIP2,Q9VRE9,0.237
Q9VIP2,Q8MZH0,0.21
Q9VIP2,Q9VL76,0.6706
Q9VIP2,P55828,0.82186764
Q9VIP2,O77263,0.74023
Q9VIP2,P82147,0.783364
Q9VIP2,Q9VH81,0.766774
Q23993,Q9U523,0.09
Q23993,Q9W1F1,0.237
Q23993,Q9W1L2,0.21
Q23993,P02516,0.21
Q23993,P45889,0.297354
Q23993,P83094,0.153
Q23993,Q9VJ33,0.09
Q23993,Q9VTH0,0.24
Q23993,P18824,0.2559
Q23993,A1Z6W3,0.153
Q23994,Q9U523,0.09
Q23994,Q9W1F1,0.237
Q23994,Q9W1L2,0.21
Q23994,P02516,0.21
Q23994,P45889,0.297354
Q23994,P83094,0.153
Q23994,Q9VJ33,0.09
Q23994,Q9VTH0,0.24
Q8IQ91,Q9U523,0.2811
Q8IQ91,Q9W1F1,0.74023
Q8IQ91,Q86NU0,0.273
Q8IQ91,Q9W1L2,0.90327349
Q8IQ91,P02516,0.7498393
Q8IQ91,P45889,0.92873566
Q8IQ91,P83094,0.47787
Q8IQ91,Q9VJ33,0.7390393
Q8IQ91,Q9VTH0,0.7496
Q8IQ91,Q9VNZ3,0.9048403
Q8IQ91,A0A0C4DHD7,0.2811
Q8IQ91,P83949,0.909785968
Q8IQ91,O02373,0.90570349
Q8IQ91,A1Z6W3,0.62041149
Q8T030,Q9U523,0.237
Q8T030,Q9W1F1,0.6241
Q8T030,Q86NU0,0.21
Q8T030,Q9W1L2,0.800191
Q8T030,P02516,0.64687
Q8T030,P45889,0.7830322
Q8T030,P83094,0.4029
Q8T030,Q9VJ33,0.61087
Q8T030,Q9VTH0,0.632
Q8T030,Q9VNZ3,0.696031
Q8T030,A0A0C4DHD7,0.237
Q8T030,P83949,0.69983536
Q8T030,O02373,0.808291
Q8T030,A1Z6W3,0.528291
Q8T3Q8,Q95029,0.2964
Q8T3Q8,Q9VI58,0.24
Q8T3Q8,Q24246,0.2987652
Q8T3Q8,Q8SYC4,0.09
Q8T3Q8,Q94548,0.09
Q8T3Q8,Q9VGI4,0.2996472
Q8T3Q8,Q9VGI5,0.237
Q8T3Q8,P05389,0.295884
Q8T3Q8,Q7K5K0,0.09
Q8T3Q8,A1Z6P3,0.29997984
Q8T3Q8,Q7JZD3,0.09
Q8T3Q8,Q9XZ57,0.237
Q8T3Q8,P46415,0.237
Q8T3Q8,Q5BII6,0.09
Q8T3Q8,Q8MSK8,0.09
Q8T3Q8,Q9U1L2,0.237
Q8T3Q8,Q9W499,0.153
Q8T3Q8,P54185,0.21
Q8T3Q8,Q8T3N8,0.09
Q8T3Q8,Q9W246,0.2811
Q8T3Q8,P22464,0.2916
Q8T3Q8,Q9VSA9,0.21
Q8T3Q8,Q8T0Q4,0.2916
Q8T3Q8,Q9V677,0.2559
Q8T3Q8,Q9VX82,0.2559
Q8T3Q8,P29746,0.21
Q8WSG8,Q95029,0.2964
Q8WSG8,Q9VI58,0.24
Q8WSG8,Q24246,0.2987652
Q8WSG8,Q8SYC4,0.09
Q8WSG8,Q94548,0.09
Q8WSG8,Q9VGI4,0.2996472
Q8WSG8,Q9VGI5,0.237
Q8WSG8,P05389,0.295884
Q8WSG8,Q7K5K0,0.09
Q8WSG8,A1Z6P3,0.29997984
Q8WSG8,Q7JZD3,0.09
Q8WSG8,Q9XZ57,0.237
Q8WSG8,P46415,0.237
Q8WSG8,Q5BII6,0.09
Q8WSG8,Q8MSK8,0.09
Q8WSG8,Q9U1L2,0.237
Q8WSG8,Q9W499,0.153
Q8WSG8,P54185,0.21
Q8WSG8,Q8T3N8,0.09
Q8WSG8,Q9W246,0.2811
Q8WSG8,P22464,0.2916
Q8WSG8,Q9VSA9,0.21
Q8WSG8,Q8T0Q4,0.2916
Q8WSG8,Q9V677,0.2559
Q8WSG8,Q9VX82,0.2559
Q8WSG8,P29746,0.21
Q9VM98,Q95029,0.78052
Q9VM98,Q9VI58,0.632
Q9VM98,Q9VR34,0.237
Q9VM98,Q24246,0.8059410076
Q9VM98,Q8SYC4,0.237
Q9VM98,Q9VGV6,0.153
Q9VM98,Q9VNM8,0.237
Q9VM98,A1ZAR2,0.153
Q9VM98,Q94548,0.237
Q9VM98,Q9VGI4,0.78907096
Q9VM98,Q9VGI5,0.6241
Q9VM98,P05389,0.7791612
Q9VM98,Q7K5K0,0.237
Q9VM98,Q95T98,0.153
Q9VM98,A1Z6P3,0.84035965312
Q9VM98,Q7JZD3,0.237
Q9VM98,Q9XZ57,0.6241
Q9VM98,P46415,0.6241
Q9VM98,Q5BII6,0.237
Q9VM98,Q8MSK8,0.237
Q9VM98,Q9U1L2,0.6241
Q9VM98,Q9W499,0.4029
Q9VM98,P54185,0.553
Q9VM98,Q8T3N8,0.237
Q9VM98,Q9W246,0.74023
Q9VM98,Q9VRK8,0.09
Q9VM98,Q24157,0.09
Q9VM98,P22464,0.76788
Q9VM98,Q9VSA9,0.553
Q9VM98,Q9VWJ8,0.153
Q9VM98,Q8T0Q4,0.83473056
Q9VM98,Q9V677,0.67387
Q9VM98,Q9VX82,0.67387
Q9VM98,P29746,0.553
Q9VM98,Q3ZZY0,0.09
Q9VM98,Q9VHE0,0.29622
Q9VM98,P20353,0.8264565334
Q9VM98,Q95028,0.67387
Q9VM98,M9PF20,0.76788
Q9VM98,P29327,0.774516
Q9VM98,E1JHT4,0.09
Q9VM98,P49762,0.75682
Q9VM98,Q86B72,0.237
Q9VM98,P46223,0.7853548
Q9VM98,Q9W136,0.237
Q9VM98,P29844,0.237
Q9VM98,Q9VRJ9,0.6241
Q9VM98,Q95U34,0.7947817
Q9VM98,Q9VLU5,0.6794
Q9VM98,Q9V675,0.237
Q9VM98,P29742,0.8522843230912
Q9VM98,P02515,0.553
Q9VM98,A1Z8D2,0.237
Q8T3R6,Q9VF93,0.153
Q8T3R6,Q9U1L6,0.21
Q8T3R6,Q9VWX1,0.09
Q8T3R6,Q8MSB1,0.237
Q8T3R6,O16810,0.299496
Q8T3R6,Q86BB1,0.21
Q8T3R6,Q8IPM6,0.21
Q9VVH6,Q9VF93,0.4029
Q9VVH6,Q9U1L6,0.553
Q9VVH6,Q9VWX1,0.237
Q9VVH6,Q8MSB1,0.8635483
Q9VVH6,O16810,0.7886728
Q9VVH6,Q86BB1,0.64687
Q9VVH6,Q8IGM7,0.21
Q9VVH6,Q95RI8,0.21
Q9VVH6,P48159,0.6804
Q9VVH6,Q24141,0.789946912
Q9VVH6,Q59E01,0.553
Q9VVH6,Q9VM97,0.632
Q9VVH6,Q9VXY7,0.69412
P35220,O46111,0.26913
P35220,Q8T0L3,0.97711727901815
P35220,Q9VWG6,0.50790084
P35220,Q9VXQ3,0.708709
P35220,P18824,0.99903277363049
P35220,Q9VM51,0.78674836
P35220,Q9VY77,0.99538277601987
P35220,Q24298,0.99883343447486
P35220,Q8SX64,0.708709
P35220,Q9VZT7,0.99855178110966
P35220,Q0KHR3,0.99808553589678
P35220,Q9VX75,0.62797
P35220,Q8IN05,0.771506
P35220,Q9VD13,0.62797
P35220,Q9XTM1,0.88579654
P35220,P48148,0.99938394505917
P35220,Q9VJ30,0.99498060261629
P35220,Q0KHS0,0.832481887
P35220,M9NFI9,0.487488521724
P35220,Q9VXY7,0.88956436
P35220,Q9VGN4,0.843274
P27398,Q9VTX7,0.34662
P27398,Q9W289,0.09
P27398,Q95RG8,0.950293217056
P27398,P54361,0.54532851
P27398,Q9VMD4,0.82230451
P27398,M9PBB4,0.282
P27398,B7Z0W0,0.9812732721152
P27398,Q9VI13,0.7149607
P27398,Q9VJ59,0.40229751
P27398,Q9VNZ9,0.9192907
P27398,Q9V9X7,0.68677
P27398,Q9V472,0.474910953
P27398,Q5BI51,0.29433
P27398,Q9VT94,0.96255721
P27398,M9PEQ7,0.21
P27398,Q9VMS5,0.9563027926
P27398,Q95RB1,0.5054428311117
P27398,Q9VN30,0.29433
P27398,Q9VPM2,0.153
P27398,Q8IQI1,0.4425207
P27398,Q9VU12,0.775069
P27398,P11455,0.4425207
P27398,Q7K3E2,0.09
P27398,M9PG08,0.3578403
P27398,Q9VPG7,0.29433
P27398,A0A0B4KH37,0.24
P27398,Q7YZ91,0.2811
P27398,P23696,0.981226099036
P27398,Q9Y103,0.50323019577
P27398,A1Z6J6,0.09
P27398,M9ND89,0.979451752
P27398,Q9VRX7,0.49756296
P27398,Q9VS50,0.2811
P27398,Q86PC9,0.969282292224
P27398,Q9XTN4,0.34662
P27398,P39768,0.29748
P27398,Q7JR80,0.29433
P56721,Q7JUF2,0.29118
P56721,Q9VBP3,0.67942
P56721,Q9VXJ5,0.67942
P56721,A0A0B4K6W9,0.29118
P56721,P30052,0.968154088
P56721,Q961X0,0.766774
P56721,Q9W2E9,0.766774
P56721,Q7KVS9,0.67942
P56721,Q9VHD1,0.9094522
P56721,Q9VN58,0.766774
P56721,A1Z8R2,0.97055651712
P56721,Q961B8,0.766774
P56721,Q9VVA9,0.766774
P56721,Q8IPP3,0.766774
P56721,Q8IPP4,0.29118
P56721,Q9VN82,0.29118
P56721,Q9W0T1,0.968969392
P56721,Q9W4J1,0.9589528
P56721,M9PGZ8,0.92779654
P56721,Q9VYK0,0.766774
P56721,A1Z8M2,0.29118
P56721,A8DYA3,0.931776
P56721,Q95T46,0.766774
P56721,P25823,0.834716
P56721,Q9W1R5,0.931776
P56721,P02833,0.96244696
P56721,Q7KSY5,0.766774
P56721,Q7KSY6,0.766774
P56721,Q7KSY7,0.766774
P56721,P83949,0.97037171488
P56721,P29555,0.966931132
Q9VF93,Q9VX94,0.47787
Q9VF93,Q9W3I4,0.357
Q9VF93,Q8INY5,0.357
Q9VF93,Q8INY6,0.357
Q9VF93,Q9VJB5,0.357
Q9VF93,O77263,0.357
Q9VF93,Q23985,0.357
Q8SYU0,A1ZAX1,0.755161
Q8SYU0,Q8IGI0,0.237
Q8SYU0,Q95RR2,0.237
Q8SYU0,Q9VC90,0.6241
Q8SYU0,Q9VXN9,0.4029
Q8SYU0,Q9GYV5,0.76788
Q8SYU0,Q24307,0.766774
Q8SYU0,Q9V3Q6,0.766774
Q8SYU0,Q9V3B4,0.75682
Q8SYU0,Q8IRY7,0.766774
Q8SYU0,O61443,0.74023
Q8SYU0,O62618,0.74023
Q9W457,Q8IQG0,0.24
Q9W457,Q8T4E3,0.24
Q9W457,A1Z7C1,0.78488
Q9W457,O61917,0.24
Q9W457,Q8T0N1,0.24
Q9W457,Q9VPX2,0.282
Q9W457,Q9VMV7,0.94873344
Q9W457,P81900,0.912364
Q9W457,Q86B87,0.79999956992
Q9W457,Q9VYT3,0.80582
Q9W457,Q9VWJ6,0.74008
Q9W457,Q9W0V1,0.9093928
Q9W457,Q24167,0.950066688
Q9W457,Q24568,0.9024
Q9W457,Q9VDY1,0.7997312
Q9W457,Q9VLS7,0.604344
Q9W457,M9NFI9,0.282
Q9W457,Q24323,0.4794
Q9W457,M9NEA1,0.7426
Q9VYB1,Q24560,0.708709
Q9VYB1,Q9VW23,0.78052
Q9VYB1,Q960D9,0.237
Q9VYB1,Q9VM45,0.981797872
Q9VYB1,Q9V3V7,0.97444464
Q9VYB1,Q9V345,0.99226301032
Q9VYB1,Q9V8K2,0.7880092
Q9VYB1,Q8IPW3,0.9797008
Q9VYB1,Q9VYX4,0.981797872
Q9VYB1,P05205,0.98799999999953
Q9VYB1,Q0E8P6,0.7426
Q9VYB1,P15348,0.99084197366733
Q9VYB1,A1Z6P3,0.789946912
Q9VYB1,Q7JZD3,0.237
Q9VYB1,Q9XZ57,0.6241
Q9VYB1,Q7KVA7,0.74023
Q9VYB1,P37276,0.95598154644252
Q9VYB1,Q9VS01,0.984813248
Q9VYB1,M9PIC9,0.7904
Q9VYB1,Q9VPB2,0.6854908
Q9VYB1,Q7K0L4,0.6241
Q9VYB1,Q9XYZ5,0.9737840116
Q9VYB1,Q9VCU6,0.990590708416
Q9VYB1,A0A0B4K7J2,0.983300222836
Q9VYB1,Q0KI05,0.76867
Q9VYB1,Q9W4X9,0.99721853506225
Q9VYB1,Q9VKI0,0.9609513736
Q9VYB1,Q9VHP9,0.98634016
Q9VYB1,A0A0B4KG66,0.987552768
Q7JVK8,P07666,0.2964
Q7JVK8,Q9GNK5,0.24
Q7JVK8,Q8IRY7,0.29118
O18384,O76928,0.09
Q960J7,O76928,0.5359
Q960J7,M9PH26,0.21
Q960J7,O62531,0.62158
Q5BI51,P27619,0.2998992
Q5BI51,Q9VDI3,0.237
Q5BI51,Q8IQI1,0.09
Q5BI51,Q8MZF1,0.09
Q5BI51,Q9VU12,0.237
Q5BI51,Q01820,0.29892
Q5BI51,Q8T4F0,0.09
Q5BI51,Q9VPV7,0.2559
Q5BI51,Q9VI75,0.258
Q5BI51,Q9VI74,0.237
Q5BI51,P04814,0.21
Q5BI51,P02516,0.21
Q5BI51,O96860,0.29976186
Q8SZX1,Q9V564,0.21
Q8SZX1,O18399,0.6794
Q8SZX1,Q24465,0.237
Q8SZX1,Q629J6,0.237
Q8SZX1,Q9VCC0,0.49
Q8SZX1,Q9V558,0.21
Q8SZX1,P48605,0.6559
Q9VG93,Q8IQH2,0.7189
Q9VG93,Q8SXE8,0.273
Q9VG93,Q9VTY2,0.7189
Q9VG93,Q9NHV9,0.77623
Q9VG93,Q0KHS0,0.8444527
Q9VG93,Q9VEH4,0.7189
Q9VG93,Q9VT01,0.637
Q9VG93,Q9VJZ2,0.66967
Q9VG93,Q6UBD8,0.273
Q9VG93,Q8T9E5,0.273
Q9VG93,Q9VVU2,0.7963693
Q9VG93,Q8T3L8,0.273
Q9VG93,Q9W2I2,0.273
Q9VG93,Q8IPS4,0.273
Q9VG93,Q9VNQ1,0.273
Q9VG93,Q7JPS2,0.7826
Q9VG93,Q95T29,0.7189
Q9VG93,Q95029,0.9081628
Q9VG93,Q9V3I2,0.9019738
Q9VG93,Q0KHU5,0.78512
Q9VG93,O18334,0.8444527
Q9VG93,Q9I7T5,0.42567
Q9VG93,Q9VZL1,0.48992226
Q9VG93,Q76NQ0,0.273
Q9VG93,Q9VY52,0.273
Q9VG93,Q9VG96,0.85267
Q9VG93,Q9VGA0,0.843571
Q9VG93,Q7KHL0,0.273
Q9VG93,Q9VG92,0.85267
Q9VG93,Q9VGA1,0.85267
Q6NR07,Q9VCQ7,0.2559
Q6NR07,Q9VXW2,0.21
Q9VZX9,Q9VCQ7,0.799261
Q9VZX9,Q9VXW2,0.6559
Q9VZX9,P23696,0.935347132
Q9VZX9,P50245,0.877969
Q9VZX9,Q7KSG0,0.74023
Q9VZX9,Q9V3V3,0.9291292
Q9VZX9,Q9VQF7,0.2811
Q9VZX9,A0A0C4FEI8,0.2811
Q9VZX9,Q9V3D8,0.74023
Q9VZX9,P29613,0.93463876
Q9VZX9,Q9NGC3,0.6559
Q9VZX9,Q27580,0.877969
Q9VZX9,P25159,0.9369992444032
Q9VZX9,Q24568,0.89952
Q9VZX9,Q9VAC1,0.74023
Q9VWW0,Q86BN8,0.69412
Q9VWW0,Q7K012,0.9836672
Q9VWW0,Q709R6,0.9638352
Q9VWW0,Q9GYV5,0.98327056
Q9VWW0,Q6NQZ7,0.29748
Q9VWW0,Q24307,0.69412
Q9VWW0,P39572,0.98327056
Q9VWW0,Q8I8V0,0.99150004672
Q9VP40,Q9XZU1,0.916967288
Q9VP40,Q95T61,0.6916
Q9VP40,M9NGY4,0.2964
Q9VG11,Q7KTV5,0.09
Q9VG11,Q7Z2C9,0.09
Q9VG11,Q95RR9,0.09
Q9VG11,Q9VNX6,0.09
Q9VG11,X2JEY5,0.09
Q9VG11,O61307,0.258
Q9VG11,Q9VH81,0.29118
Q9VDS7,Q9V9V9,0.09
Q9VDS7,Q8SX78,0.553
Q9VDS7,Q9VYT3,0.602
Q9VDS7,M9NFI9,0.09
Q8IPQ6,Q9VDS7,0.09
Q8IPQ6,Q960M5,0.09
Q8IPQ6,O18334,0.278391
Q9VNC0,Q9VDS7,0.09
Q9VNC0,Q960M5,0.09
Q9VNC0,O18334,0.278391
Q0E9G3,P48461,0.28677
Q0E9G3,Q24141,0.29997984
Q0E9G3,Q8T0U6,0.09
Q0E9G3,Q05547,0.28677
Q0E9G3,Q24568,0.288
Q0E9G3,O61307,0.258
Q9V9I2,Q9VLS1,0.298299
Q9V9I2,Q9W4V8,0.298299
O77023,Q9V5C6,0.298236
Q9W4H8,Q9V5C6,0.7853548
Q9W4H8,P22810,0.237
Q9W4H8,Q9V597,0.774516
Q9W4H8,Q7KUQ6,0.6241
Q9W4H8,Q9VVB6,0.553
Q9W4H8,Q7KRY6,0.788104
Q24535,Q9VMS5,0.902356
Q24535,O16867,0.98327056
Q24535,Q9VUD1,0.783364
Q24535,P10987,0.951936
Q95U19,M9PBE2,0.2559
Q95U19,Q9W349,0.2874
Q9VRC3,M9PBE2,0.2559
Q9VRC3,Q9W349,0.2874
Q9VRC3,Q23985,0.21
Q7JV69,Q9W258,0.49
Q24298,Q7KRR5,0.7664
Q24298,Q7PLI0,0.97065309161991
Q24298,P18824,0.9999977161775
Q24298,P07207,0.99996717559227
Q24298,Q0KHU0,0.95039679887155
Q24298,Q9VZ45,0.56
Q24298,Q0KHR3,0.99973199916952
Q24298,Q9VX75,0.56
Q24298,Q23978,0.797984
Q24298,M9PBE2,0.98490782603085
Q24298,Q8IN05,0.9356032
Q24298,Q9VD13,0.56
Q24298,P07909,0.7264
Q24298,Q9VAS7,0.9995706563424
Q24298,P35992,0.99293830534738
Q24298,Q24568,0.98719834184864
Q9W087,Q24298,0.78488
Q9W087,Q9VTW6,0.99753209269734
Q9W087,A1YK00,0.29433
Q9W087,A1YK01,0.29433
Q9W087,A1YK02,0.8166881041
Q9W087,A1YK03,0.29433
Q9W087,A1YK07,0.29433
Q9W087,A1YK11,0.29433
Q9W087,Q8T9H7,0.29433
Q9W087,Q9VXF4,0.29433
Q9W087,P02844,0.7496
Q9W087,Q8MT59,0.2811
Q9W087,Q9W499,0.6408095229
Q9W087,O15968,0.2811
Q9W087,Q5U110,0.72874680303
Q9W087,Q8SZT4,0.2811
Q9W087,Q961M9,0.29433
Q9W087,Q9VH62,0.29433
Q9W087,P42325,0.775069
Q9W087,Q26307,0.74023
Q9W087,Q9W4E2,0.975331132
Q9W087,O96553,0.9398938
Q9W087,Q9W2P5,0.99818379101672
Q9W087,Q9VHI1,0.9291292
Q9W087,Q24297,0.99784965177195
Q9W087,Q9VZY7,0.757178953
Q9W087,Q8IMX8,0.99276409657819
Q9W087,Q9VI10,0.9980434575455
Q9W087,Q9VRV4,0.877969
Q9W087,Q9VJI7,0.98304098760919
Q9VBU9,Q9VTX7,0.282
Q9VBU9,P48423,0.512331
Q9VBU9,Q9V472,0.3697473
Q9VBU9,O77290,0.153
Q9VBU9,Q7YU20,0.153
Q9VBU9,Q9W4K1,0.4029
Q9VBU9,Q24466,0.153
Q9VBU9,Q9VQQ0,0.6031812
Q9VBU9,Q4TZQ4,0.09
Q9VBU9,Q6NQZ7,0.09
Q9VBU9,Q9NFL3,0.09
Q9VBU9,Q27350,0.29748
Q9VBU9,Q9VAZ1,0.5594928
Q9VBU9,Q9VXN9,0.2601
Q9VBU9,Q9GYV5,0.6457332144
Q9VBU9,Q9GNK5,0.408
Q9VBU9,Q24307,0.60105474
Q9VBU9,Q9V3Q6,0.495006
Q9VBU9,P25159,0.55409962574976
Q9VBU9,P08646,0.2601
Q9VBU9,Q24167,0.585301632
Q9VBU9,Q9VEN1,0.627536185536
Q9VBU9,Q9V9S0,0.4794
Q9VBU9,Q9VEA1,0.53363319
Q9VBU9,P31409,0.5070012
Q9VP16,P26675,0.5971
Q9VP16,Q9VVI0,0.62797
Q9VP16,Q9VEJ2,0.637
Q9VP16,Q9VUA0,0.62797
Q9VP16,A0A0B4K6G5,0.24
Q9VP16,Q9VEG9,0.553
Q9VP16,Q24568,0.09
Q9VLJ0,Q9VP16,0.56
Q9VLJ0,O46089,0.67352
Q9VLJ0,Q9VLP3,0.82388
Q9VLJ0,Q9VD64,0.8256
Q86LG2,Q8MQP2,0.09
Q86LG2,Q9VLU9,0.09
Q86LG3,Q8MQP2,0.237
Q86LG3,Q9VLU9,0.237
Q9VX46,Q8MQP2,0.237
Q9VX46,Q9VLU9,0.237
Q9VKQ9,Q94545,0.9982168338688
Q9VKQ9,Q9V3K3,0.998020381024
Q9VKQ9,A8JNP3,0.7985888
Q9VKQ9,A1Z6I7,0.9688878616
Q9VKQ9,Q24307,0.6987652
Q9VKQ9,Q9VLN1,0.986257168
Q9VKQ9,Q76NQ3,0.6987652
Q9VKQ9,Q9VL07,0.998140169344
Q9VKQ9,Q5LJZ2,0.997900592704
Q9VVJ7,Q24592,0.2956782
Q9VVJ7,Q0KHU5,0.86477624
Q9VVJ7,Q9VK36,0.7664
Q9VVJ7,Q09332,0.97613794485171
Q9VEK1,A1Z9I0,0.09
Q9VEK1,Q8MS62,0.09
Q9VEK1,Q8T3M8,0.09
Q9VL59,Q9VVI0,0.788231443
Q9VL59,Q9VAC9,0.553
Q9VL59,P18824,0.76144154
Q9VL59,P13709,0.7426
Q9VL59,Q24323,0.153
Q9VL59,Q0KHS0,0.449412333
Q9VVU2,P20385,0.6824
Q9VVU2,Q86B79,0.73358
Q9VVU2,Q9VR61,0.837646
Q9VVU2,Q9W0V1,0.799261
Q9VVU2,Q9VW83,0.842764
Q9VVU2,Q95V55,0.829116
Q9VVU2,M9NFI9,0.2559
Q9VVU2,Q24323,0.43503
Q9VVU2,Q9VN21,0.73358
Q9VVU2,Q9VPX2,0.2559
Q9VVU2,Q8MSV2,0.43503
Q9VVU2,Q962S2,0.817174
A1Z6S6,Q9VMC7,0.2559
A1Z6S6,P48555,0.153
A1Z6S6,O96692,0.153
A1Z6S6,Q9VUI3,0.290739
A1Z6S7,Q9VMC7,0.67387
A1Z6S7,P48555,0.57450654
A1Z6S7,O96692,0.5659083
A1Z6S7,Q9VUI3,0.821865652
A1Z6S7,Q8IMX7,0.153
A1Z6S7,P58958,0.237
A1Z6S7,Q9VKZ8,0.67387
A1Z6S7,Q7JVY0,0.237
A1Z6S7,Q9W0F7,0.237
A1Z6S7,Q7K012,0.237
A1Z6S7,Q9V6K1,0.67387
A1Z6S7,Q9W2Z4,0.237
A1Z6S7,Q8IN35,0.29622
A1Z6S7,Q9W2E1,0.4594908
O44116,Q9VMC7,0.2559
Q86LF4,Q9VMC7,0.2559
Q8T996,Q9VMC7,0.2559
Q9VBW9,O46037,0.26913
Q9VBW9,Q8T006,0.09
Q9VBW9,Q9VZ27,0.09
Q9VBW9,P41046,0.9715611743232
Q9VBW9,P42325,0.237
Q9VBW9,P61209,0.29992944
Q9VBW9,P19889,0.97038023506944
Q9VBW9,A1ZA03,0.7584
Q9VBW9,O76417,0.288
Q9VBW9,Q8T9C0,0.288
Q9VBW9,Q9XYZ4,0.81888
Q9VBW9,Q9VWE4,0.89952
Q9VBW9,Q9VWT5,0.9400128
Q9VBW9,P10083,0.95927424
Q9VBW9,Q8MRV5,0.288
Q9VBW9,Q9VYD7,0.258
Q9VBW9,M9PEA2,0.672
Q9VBW9,Q9VNH6,0.29748
Q9VBW9,P41043,0.2811
Q9VBW9,A1Z8Q7,0.288
Q9VBW9,E1JH39,0.768
Q9VBW9,Q7JUM5,0.288
Q9VBW9,Q9W4X9,0.97118899900416
Q9VBW9,Q95T44,0.672
Q9VBW9,P19538,0.970289254656
Q9VBW9,Q9VQQ9,0.299496
Q9VBW9,Q24564,0.29992944
Q7K0L4,Q9VDZ2,0.237
Q7K0L4,A1ZBG6,0.237
Q7K0L4,Q95RG8,0.7426
Q7K0L4,Q9VAL8,0.6241
Q7K0L4,Q9VFP2,0.744199
Q7K0L4,Q9VM45,0.237
Q7K0L4,A1Z6Z8,0.780046
Q7K0L4,A1Z6Z9,0.237
Q7K0L4,A1Z700,0.237
Q7K0L4,Q4Z8K6,0.6794
Q7K0L4,Q01989,0.78999990635277
Q8IQ85,Q9V564,0.21
Q9VS45,Q9V564,0.282
Q8T3L0,Q9VCQ7,0.2559
Q9VXR3,Q9VCQ7,0.2559
Q9VXR3,Q9VPS5,0.2811
Q9VXR3,Q9VWJ6,0.3759
Q9VXR3,Q9W0V1,0.432069
Q9VXR3,Q9VW83,0.444156
Q9VXR3,Q7KMQ6,0.658939
Q9VXR3,Q9V3L4,0.3759
Q9VXR3,Q9Y0B6,0.3759
Q9VXR3,Q9VDY1,0.6997648
Q9VXR3,Q9VLS7,0.33087
Q9VXR3,Q9VPR7,0.24
Q9VXR3,Q9VEN1,0.69197826752
Q9V412,Q05201,0.505716
Q9V412,Q04047,0.5070012
Q9V412,Q02748,0.503574
Q9V412,Q26307,0.4029
Q9V412,O18413,0.5055018
Q9V412,Q7JQN4,0.4029
Q9V412,Q7KK34,0.153
Q9V412,Q7K0Y1,0.495006
Q9V412,Q9W3B2,0.47787
Q9V412,Q9VXK5,0.47787
Q9V412,Q9VKQ3,0.487509
Q9V412,Q8SYU2,0.153
Q9V412,Q9VKC1,0.153
Q9V412,Q9VIF6,0.4641
Q9V412,A1Z909,0.4029
Q9V412,Q8T9K3,0.153
Q9V412,Q9VX35,0.43503
Q9V412,Q9VX97,0.153
Q9V412,Q9VQX4,0.357
Q9V412,Q9VSF2,0.5087148
Q9V412,Q8IFW5,0.153
Q9V412,Q9VK76,0.4029
Q9V412,Q0E9N0,0.153
Q9V412,Q86P30,0.153
Q9V412,Q9VU59,0.49572
Q9V412,Q9VVD0,0.153
Q9V412,A1A708,0.153
Q9V412,Q4V6Y6,0.153
Q9V412,Q8IGS4,0.153
