Interactor A,Interactor B,Interaction Score
Q9NHD7,Q8MZA7,0.09
Q9NHD7,Q8IR72,0.153
Q9NHD7,P21461,0.2964
Q9NHD7,Q9VX91,0.09
Q9NHD7,Q961B9,0.237
Q9NHD7,Q9NGC6,0.09
Q9NHD7,Q9VP23,0.09
Q9NHD7,Q8IPL8,0.09
Q9NHD7,Q8T0D0,0.09
Q9NHD7,Q9VN29,0.09
Q9VXV6,Q8MZA7,0.3576492
Q9VXV6,Q8IR72,0.500004
Q9VXV6,P21461,0.2964
Q9VXV6,Q9VX91,0.09
Q9VXV6,Q961B9,0.836073132
Q9VXV6,Q9NGC6,0.29412
Q9VXV6,Q9VP23,0.29412
Q9VXV6,Q8IPL8,0.46141356
Q9VXV6,Q8T0D0,0.3576492
Q9VXV6,Q9VN29,0.46141356
Q9VXV6,P56079,0.936876174144
Q9VXV6,Q9VN44,0.2919
Q9VXV6,Q8STG9,0.6437028504
Q9VXV6,Q7KTB7,0.4423548
Q9VXV6,Q7KTB8,0.4423548
Q9VXV6,Q7KTB9,0.4423548
Q9VXV6,Q7KTC0,0.870662148
Q9VXV6,Q7KTC1,0.4423548
Q9VXV6,Q7KTC2,0.4423548
Q9VXV6,Q7KTC3,0.4423548
Q9VXV6,Q7KTC4,0.4423548
Q9VXV6,Q7KTC5,0.4423548
Q9VXV6,Q7KTC6,0.4423548
Q9VXV6,Q7KTC7,0.4423548
Q9VXV6,Q7KTC8,0.4423548
Q9VXV6,Q7KTC9,0.4423548
Q9VXV6,Q7KTD0,0.4423548
Q9VXV6,Q9I7N0,0.4423548
Q9VXV6,Q9VK56,0.4423548
Q9VXV6,P13607,0.984227757696
Q9VXV6,Q9VWL0,0.6441228
Q9VXV6,M9PEG6,0.97490976
Q9VXV6,Q8IPV3,0.9186348
Q9VXV6,Q9VPJ9,0.29412
Q9VXV6,A1A714,0.68628
Q9VXV6,Q960F6,0.29412
Q9VXV6,Q7K1V5,0.62000304
Q9VXV6,Q8IPC6,0.09
Q9VXV6,Q8IPC7,0.09
Q9VXV6,Q8MYS1,0.09
Q9VXV6,Q9VL14,0.258
Q9VXV6,Q9VUS1,0.500004
Q9VXV6,Q9VNF6,0.237
Q9VYW2,P20153,0.85285956208
Q9VYW2,P34021,0.852957868624
Q9VYW2,P33244,0.85085044
Q9VYW2,P54397,0.84798436
Q9VYW2,O18388,0.8528065396
Q8MZE6,Q9W4E4,0.21
Q9W4E0,Q9V6K3,0.29118
Q9W4E0,Q9W4E4,0.21
Q9W4E0,Q23985,0.21
Q9W4E0,Q03017,0.24
Q0E993,Q9XZ56,0.237
Q0E993,Q9VXY7,0.29748
Q0E993,P07764,0.298236
Q0E993,Q24568,0.288
Q7K4C7,Q86DS1,0.602
Q7K4C7,C4NYP8,0.602
Q7K4C7,Q9W0D9,0.258
Q7K4C7,P29052,0.852776
Q7K4C7,Q9V3P3,0.859528032
Q08605,P47825,0.9974665938688
Q08605,Q7KRI2,0.99988576135475
Q08605,Q8IRG6,0.99881057580544
Q08605,A1Z8A4,0.299995968
Q08605,A1Z8A6,0.8599884416
Q08605,Q0E9C8,0.299995968
Q08605,Q7K0T7,0.299995968
Q08605,Q24472,0.99997715212644
Q08605,Q9W3Q2,0.85298853568
Q08605,P13709,0.9399873664
Q08605,E2QCS8,0.996386608384
Q08605,Q9VQ76,0.699990592
Q08605,B7Z002,0.8599884416
Q08605,Q9VPL6,0.7899893824
Q08605,Q9VPL9,0.7899893824
Q08605,Q8IPV7,0.7899893824
Q08605,Q9VPQ5,0.95798712448
Q08605,Q24368,0.99998652613166
Q08605,Q7K012,0.99198666752
Q08605,O77459,0.9941066390272
Q08605,Q45VV3,0.8599884416
Q08605,Q94517,0.99998654893634
Q08605,Q9VTV1,0.9399873664
Q08605,P25439,0.99993952063222
Q08605,O97159,0.99996640027095
Q08605,Q59E34,0.699990592
Q08605,P26017,0.99982192221276
Q08605,Q9VF03,0.99941032774467
Q08605,Q9VC36,0.9983065825792
Q08605,Q9W0T1,0.9983065825792
Q08605,P17789,0.991586672896
Q08605,P42282,0.99988576135475
Q08605,P41046,0.99983536203213
Q08605,Q27368,0.99881057580544
Q08605,Q86B87,0.99998602240723
Q08605,Q9V727,0.99991936090317
Q08605,P22813,0.99991936090317
Q08605,Q24455,0.299995968
Q08605,Q9VEX9,0.99381264297856
P49630,P45889,0.9872945744
P49630,O96051,0.288
P49630,Q8IRH7,0.288
P49630,Q9W0H8,0.9934943884288
P49630,Q9VWL0,0.697256
P49630,Q8MSZ7,0.298824
P49630,Q9W1M9,0.99936697005056
P49630,Q8IPE8,0.8374071416
P49630,Q9V397,0.9673659045872
P49630,Q9W1R5,0.9840741376
P49630,Q95R98,0.298824
P49630,P13607,0.837327168
P49630,Q9VND8,0.500762688
P49630,Q9VWJ6,0.784446272
P49630,Q9VR61,0.9978045682688
P49630,Q9XZ56,0.806081912
P49630,Q9VW83,0.98869845248
P49630,O97159,0.97193938972017
P49630,Q9VLS7,0.6496965696
P49630,Q9VJ30,0.9960207011072
P49630,M9NFI9,0.298824
P49630,Q9VN21,0.947055883264
P49630,Q9W4N8,0.298824
P49630,Q9VEA1,0.965932844864
Q8IMX7,P49630,0.21
Q8IMX7,P31007,0.6128999998217
Q8IMX7,Q9W462,0.415479
Q8IMX7,Q960V3,0.672
Q8IMX7,Q9V3W6,0.5030028
Q8IMX7,P23647,0.4386
Q8IMX7,Q0KHV6,0.6804
Q8IMX7,Q7YU24,0.836908162
Q8IMX7,Q94920,0.8216689984
Q8IMX7,P52304,0.408
Q86P04,Q9VJ33,0.09
Q9VHA1,Q9VJ33,0.09
Q9VHA1,A0A0B4KFQ3,0.09
Q9VHA1,E1JHT6,0.29412
Q9VHA2,Q9VJ33,0.09
Q9VHA2,A0A0B4KFQ3,0.09
Q9VHA2,E1JHT6,0.29412
Q86BG6,M9PBZ2,0.237
Q86BG6,P54733,0.83535664
Q8IPT8,M9PBZ2,0.237
Q8IPT8,P54733,0.83535664
Q9VP66,M9PBZ2,0.09
Q9VP66,P54733,0.4660848
Q8IPT9,Q9VX37,0.237
Q8IPU0,Q9VX37,0.237
Q9VP68,Q9VX37,0.237
Q9VBT7,Q27411,0.273
Q9VBT7,Q9VBU0,0.09
Q9VTH9,Q9VBT7,0.2919
Q27411,O61307,0.9564531868928
P22813,P08928,0.99969761580544
P22813,Q7K105,0.29997984
P22813,M9PBZ2,0.29997984
P22813,Q9I7N2,0.69995296
P22813,Q9W2E7,0.997412969344
P22813,Q9VWS0,0.997412969344
P22813,Q9W5P1,0.99633304192
P22813,Q9VT57,0.997412969344
P22813,Q9VVV9,0.9579356224
P22813,Q8I8V0,0.99983200677376
P22813,P20227,0.99986224474163
Q9VWE1,Q9VWE0,0.09
Q7KLE5,Q9VJZ7,0.71258
Q7KLE5,Q8T069,0.288
Q7KLE5,Q9U999,0.288
Q7KLE5,Q9V3N4,0.897192448
Q7KLE5,M9NFP8,0.288
Q7KLE5,Q9VSM0,0.6314
Q7KLE5,Q9VSM1,0.6314
Q7KLE5,Q9VSM2,0.6314
Q7KLE5,Q9W2T1,0.288
Q7KLE5,Q8IQR5,0.2706
Q7KLE5,Q9VVI3,0.968474912
Q7KLE5,Q9BIS2,0.2706
Q7KLE5,Q9VGQ1,0.6314
Q7KLE5,A1Z7S4,0.7584
Q7KLE5,Q9VM44,0.81186656
Q6NR17,Q8SYZ3,0.09
Q6NR17,Q9VUU8,0.09
Q6NR17,Q9VF86,0.2811
Q9VTY8,Q8SYZ3,0.237
Q9VTY8,Q9VUU8,0.237
Q9VTY8,Q9VF86,0.74023
Q9VTY8,Q02910,0.76788
Q9VTY8,Q7KVY5,0.6241
Q9VTY8,E1JHT6,0.774516
Q9VTY8,M9MRE4,0.6794
Q9VTY8,O18334,0.7330963
Q9VTY8,Q9VIP4,0.74023
Q9VTY8,Q9VZF5,0.789814192
Q9VTY8,A1Z9I5,0.78368
Q9VTY8,Q9VLS7,0.4029
Q9W0C3,Q9VSR3,0.2996472
Q9VGN9,Q9VCS7,0.21
Q9VGN9,Q9V411,0.783364
Q9VGN9,Q9VXK5,0.7947817
Q9VGN9,Q7K4B2,0.658939
Q9VGN9,Q9W3B2,0.7947817
Q9VGN9,Q9VKC1,0.30567
Q9VGN9,P23380,0.4450092
Q7K4V4,Q8MSW9,0.949303747
Q7K4V4,Q24186,0.978492670016
Q7K4V4,Q95SF2,0.21
Q7K4V4,Q9VJ74,0.95261734603
Q7K4V4,Q9VJ33,0.633361
Q7K4V4,Q8SWT2,0.8675173
Q7K4V4,Q24185,0.934880195404
Q7K4V4,Q9V3I2,0.946972204606
Q9VIS1,P40793,0.83895904
Q9VIS1,Q9VDY1,0.2998992
Q9VIS1,M9NFI9,0.237
Q9VK13,Q9VIS1,0.09
Q9VK13,Q06559,0.299496
Q9VAL8,Q9VFP9,0.553
Q9VAL8,Q9W3Y7,0.74023
Q9VAL8,Q9VFS4,0.237
Q9VAL8,Q8IGN1,0.237
Q9VAL8,Q9I7N2,0.237
Q9VAL8,Q9W2E1,0.237
Q9VAL8,Q9VLU1,0.237
Q9VAL8,Q9VXT4,0.237
Q9VAL8,Q9VXT8,0.237
P26675,P29052,0.8458348
P26675,Q7K4Q9,0.24
P26675,Q94514,0.91648
P26675,Q8IR76,0.632
P26675,Q9VYI5,0.7496
P26675,Q9V4W1,0.943967992
P26675,Q9VCY3,0.903886432
P26675,P38979,0.8510329896512
P26675,Q9VUR7,0.632
P26675,Q9VC87,0.24
P26675,Q8IRT1,0.7584
P26675,Q9W4P6,0.7584
P26675,X2JCG8,0.288
P26675,Q9VEP6,0.7496
P26675,Q9XTM1,0.78992
P26675,Q8MSS1,0.434484
P26675,Q8T0U6,0.24
P26675,A1Z6I9,0.2559
P26675,P25822,0.99676472008704
P26675,P13368,0.951936
P26675,Q24568,0.946176
P26675,Q9VLS7,0.5594928
P26675,Q9BN17,0.24
P26675,Q9VDY1,0.852713392
P26675,M9NFI9,0.45888
Q9VBS5,Q9VPR7,0.24
Q9VBS5,Q9VVV9,0.24
Q9VKP6,Q27279,0.21
Q9VKP6,Q9VG38,0.602
Q9VKP6,P29843,0.553
Q9VKP6,Q7KAK2,0.09
Q9VKP6,Q7KN61,0.5359
Q9VKP6,P29829,0.602
Q9VJ49,Q8IH57,0.24
O18363,Q9VR99,0.09
O18363,P52304,0.299496
Q6AWN7,Q9VR99,0.09
Q9VP79,Q9VR99,0.09
Q9VP79,P52304,0.299496
Q9VP79,Q24117,0.24
Q9VRP4,Q9VH19,0.7553822
Q7KVN1,Q94901,0.685594
Q7KVN1,Q9VSB9,0.153
Q7KVN1,Q76NQ0,0.153
Q7KVN1,Q8IH64,0.09
Q7KVN1,Q9VN21,0.4599
Q7KVN1,Q8SX83,0.69412
Q7KVN1,A1ZB42,0.553
Q7KVN1,Q94900,0.2848737
Q7KVN1,P25007,0.602
Q8IGI1,Q94901,0.685594
Q8IGI1,Q9VSB9,0.153
Q8IGI1,Q76NQ0,0.153
Q8IGI1,Q8IH64,0.09
Q8IGI1,Q9VN21,0.4599
Q8IGI1,Q8SX83,0.69412
Q8IGI1,A1ZB42,0.553
Q8IGI1,Q94900,0.2848737
Q8IGI1,P25007,0.602
Q8IH54,Q9VSB9,0.153
Q8IH54,Q76NQ0,0.153
Q8IH54,Q8IH64,0.09
Q8IHC7,Q9VSB9,0.153
Q8IHC7,Q76NQ0,0.153
Q8IHC7,Q8IH64,0.09
Q8IHG2,Q9VSB9,0.153
Q8IHG2,Q76NQ0,0.153
Q8IHG2,Q8IH64,0.09
Q8IHH2,Q9VSB9,0.153
Q8IHH2,Q76NQ0,0.153
Q8IHH2,Q8IH64,0.09
Q8IRK7,Q94901,0.685594
Q8IRK7,Q9VSB9,0.153
Q8IRK7,Q76NQ0,0.153
Q8IRK7,Q8IH64,0.09
Q8IRK7,Q9VN21,0.4599
Q8IRK7,Q8SX83,0.69412
Q8IRK7,A1ZB42,0.553
Q8IRK7,Q94900,0.2848737
Q8IRK7,P25007,0.602
Q8IRK7,Q7K1I4,0.2811
Q8SYA3,Q9VSB9,0.153
Q8SYA3,Q76NQ0,0.153
Q8SYA3,Q8IH64,0.09
Q8T0V2,Q94901,0.685594
Q8T0V2,Q9VSB9,0.153
Q8T0V2,Q76NQ0,0.153
Q8T0V2,Q8IH64,0.09
Q8T0V2,Q9VN21,0.4599
Q8T0V2,Q8SX83,0.69412
Q8T0V2,A1ZB42,0.553
Q8T0V2,Q94900,0.2848737
Q8T0V2,P25007,0.602
Q95T14,Q9VSB9,0.153
Q95T14,Q76NQ0,0.153
Q95T14,Q8IH64,0.09
Q9GU49,Q9VSB9,0.153
Q9GU49,Q76NQ0,0.153
Q9GU49,Q8IH64,0.09
Q9GU50,Q7K332,0.21
Q9GU50,Q94901,0.874866412
Q9GU50,Q9V9Q4,0.21
Q9GU50,Q9VSB9,0.153
Q9GU50,Q76NQ0,0.33087
Q9GU50,Q8IH64,0.09
Q9GU50,Q24133,0.5971
Q9GU50,Q9VN21,0.7850402
Q9GU50,Q8SX83,0.69412
Q9GU50,A1ZB42,0.64687
Q9GU50,Q94900,0.2848737
Q9GU50,P25007,0.879897928
Q9I7V6,Q94901,0.685594
Q9I7V6,Q9VSB9,0.153
Q9I7V6,Q76NQ0,0.153
Q9I7V6,Q8IH64,0.09
Q9I7V6,Q9VN21,0.4599
Q9I7V6,Q8SX83,0.69412
Q9I7V6,A1ZB42,0.553
Q9I7V6,Q94900,0.2848737
Q9I7V6,P25007,0.602
Q9I7V7,Q94901,0.685594
Q9I7V7,Q9VSB9,0.153
Q9I7V7,Q76NQ0,0.153
Q9I7V7,Q8IH64,0.09
Q9I7V7,Q9VN21,0.4599
Q9I7V7,Q8SX83,0.69412
Q9I7V7,A1ZB42,0.553
Q9I7V7,Q94900,0.2848737
Q9I7V7,P25007,0.602
Q8SWW4,C0HL66,0.78907096
Q8SWW4,C0HL67,0.78907096
Q8SWW4,Q9VKM1,0.789998513536
Q8SWW4,Q95PE4,0.74023
Q8SWW4,Q9VZY0,0.75682
Q8SWW4,P84051,0.789999044416
Q8SWW4,P47938,0.7584
Q8SWW4,Q9VKJ1,0.237
Q8SWW4,Q9W0A8,0.237
Q8SWW4,Q9V333,0.77578
Q9VP87,A1Z7S4,0.553
Q9VP87,Q95T49,0.553
Q9VP87,Q9VMQ5,0.4029
A1Z813,Q8MR23,0.237
A1Z813,Q9VRN0,0.237
A1Z813,Q8MSK3,0.237
A1Z813,Q9VRI1,0.237
A1Z813,Q9W3L4,0.237
A1Z813,Q7KS34,0.09
A1Z813,Q7KS35,0.09
A1Z813,Q86PB4,0.09
A1Z813,Q95T86,0.09
A1Z813,Q9VCF2,0.09
A1Z813,Q9VZW0,0.09
A1Z813,Q9VUY1,0.7584
A1Z813,Q9VX91,0.09
A1Z813,Q8IRH6,0.237
A1Z813,Q8MZ31,0.237
A1Z813,Q9W0H1,0.237
A1Z813,Q9VMH1,0.21
A1Z813,Q9VBR3,0.237
A1Z813,Q7JUS1,0.237
A1Z813,B7Z143,0.29832
A1Z813,P42003,0.293826
A1Z813,P31007,0.09
A1Z813,M9PEA2,0.21
A1Z813,A0A0B4KHZ4,0.21
A1Z813,P08266,0.29892
A1Z813,Q9VX39,0.21
A1Z813,Q6NL34,0.24
A1Z813,P51140,0.09
A1Z813,Q95RJ9,0.29996976
A1Z813,Q9VSH4,0.258
A1Z813,Q9XZT1,0.4631532
A1Z813,Q9W328,0.09
A1Z813,O76742,0.78052
A1Z813,P00334,0.39723
Q95R66,Q7KS34,0.09
Q95R66,Q7KS35,0.09
Q95R66,Q86PB4,0.09
Q95R66,Q95T86,0.09
Q95R66,Q9VCF2,0.09
Q95R66,Q9VZW0,0.09
Q95R66,Q9VX91,0.09
Q95R66,Q9VMH1,0.21
Q9VRN5,Q24007,0.258
Q9VRN5,Q6AWQ3,0.258
Q9VRN5,Q7JNM8,0.258
Q9VRN5,Q8MLT4,0.258
Q9VRN5,Q95PA9,0.258
Q9VRN5,Q9NDM2,0.688
Q9VRN5,P21461,0.9545961184
Q26459,Q9VGZ2,0.2946
Q26459,A1Z909,0.237
Q26459,Q8T9K3,0.09
Q8IGD4,Q9VGZ2,0.2946
Q8IGD4,A1Z909,0.237
Q8IGD4,Q8T9K3,0.09
Q8IQ63,Q9W0L6,0.6559
Q8IQ63,Q9VGZ2,0.2946
Q8IQ63,Q9VDE6,0.56
Q8IQ63,A1Z909,0.237
Q8IQ63,Q8T9K3,0.09
Q9VRM5,Q9VGZ2,0.2946
Q9VRM5,A1Z909,0.237
Q9VRM5,Q8T9K3,0.09
Q9VRM5,Q9VGN4,0.09
Q05201,Q9VPI6,0.64
Q05201,Q9W3W8,0.24
Q05201,A1Z6M0,0.98604704
Q05201,Q7KMJ0,0.29748
Q05201,Q9VMW9,0.24
Q05201,O46034,0.920277952
Q05201,P91683,0.4660848
Q05201,Q9VSK2,0.95521700608
Q05201,P29746,0.56
Q05201,Q9V3C1,0.83701536
Q05201,Q7JQN4,0.90468016
Q05201,Q7KK34,0.29748
Q05201,Q9W392,0.76472
Q05201,Q9V9Q4,0.24
Q05201,Q5BHY9,0.24
Q05201,Q95SX0,0.24
Q05201,Q9VDK7,0.7496
Q05201,Q8IGT5,0.24
Q05201,Q95WY3,0.923407648
Q05201,Q95WY4,0.24
Q05201,Q961E2,0.24
Q05201,Q59E33,0.7675312
Q05201,Q86MQ9,0.29748
Q05201,Q9VFD3,0.920277952
Q05201,Q24592,0.7884752
Q05201,Q59DY9,0.69412
Q05201,Q59DZ0,0.69412
Q05201,Q8IP19,0.97910584
Q05201,Q8IP20,0.783364
Q05201,Q8IP21,0.783364
Q05201,Q9VJK6,0.783364
Q05201,Q8INY1,0.7496
Q05201,Q9VJA1,0.632
Q05201,O18381,0.96244696
Q05201,Q59DQ1,0.69412
Q05201,Q59DQ2,0.69412
Q05201,P29555,0.99076733152
Q05201,P00522,0.956589611776
Q05201,Q24027,0.29748
P54350,O01667,0.29748
P54350,Q9VU01,0.783364
P54350,Q8IPE8,0.553
P54350,Q9V397,0.6706
P54350,Q9VXN9,0.357
P54350,Q9VUE5,0.987712928
P54350,A0A0B4K6Y7,0.672
P54350,Q8INQ0,0.68597356
P54350,Q8MQQ3,0.68597356
P54350,Q9VHK1,0.68597356
P54350,Q9VHK3,0.68597356
P54350,Q9VHK4,0.68597356
Q9VJ37,M9PD53,0.2874
Q9VJ37,Q9NFU0,0.6706
Q9VJ37,P83949,0.9577746784
Q9VJ37,P29555,0.95437876
Q9VJ37,P11450,0.2874
Q9Y0Z9,M9PD53,0.237
Q9Y0Z9,Q9NFU0,0.553
Q9Y0Z9,P83949,0.789814192
Q9Y0Z9,P29555,0.7870138
A1Z8A7,Q9VYS3,0.2559
A1Z8A7,Q9VYR0,0.09
Q8T008,Q9VYS3,0.2559
Q8T008,Q9VYR0,0.09
Q8T008,Q9U6R9,0.28677
Q9NFZ3,P29829,0.9922442464
Q9VTZ5,Q8IQH0,0.2874
Q9VTZ5,P20241,0.98119309853997
Q9VTZ5,Q9VN14,0.97535073928
Q9VJ31,Q9VXN9,0.43503
Q7YZ91,Q8IHF9,0.2811
Q7YZ91,Q9W238,0.74023
Q7YZ91,Q05856,0.936930579544
Q7YZ91,Q9VEX9,0.931214962
Q7YZ91,P43248,0.92460349
Q7YZ91,Q02870,0.92873566
Q7YZ91,Q9VHG5,0.80582
Q7YZ91,Q9W418,0.88078
Q7YZ91,Q9VRP5,0.93149044
Q8MRF5,Q8IHF9,0.09
Q8MRF5,Q9W238,0.237
Q9V9Q6,Q9VUL2,0.237
Q9V9Q6,Q7KTX8,0.29984124
Q9V9Q6,P53624,0.237
Q9V9Q6,Q8IRL4,0.21
Q9V9Q6,Q8T4F7,0.7032217
Q9V9Q6,P49905,0.29989416
Q9V9Q6,M9PH26,0.21
Q9V9Q6,P16163,0.74023
Q9V9Q6,Q0E8N2,0.76788
Q9V9Q6,Q7KNQ9,0.80487416
Q9V9Q6,A0A0B4KHF0,0.75682
Q9VIS5,A0A0B4KEV7,0.09
Q9VIS5,Q9VLS7,0.384231
Q8IQH2,Q9V668,0.632
Q8IQH2,Q9W1T5,0.237
Q8IQH2,P22265,0.632
Q8IQH2,Q9VW56,0.67387
Q8IQH2,Q9W3C3,0.237
Q8IQH2,Q9VMV7,0.632
Q8IQH2,Q9VIS3,0.6241
Q8IQH2,Q9V345,0.74023
Q8IQH2,Q9VTD9,0.6241
Q8IQH2,Q9VVG4,0.6241
Q8IQH2,Q8SXR4,0.6241
Q8IQH2,Q9VVJ5,0.553
Q8IQH2,P08879,0.783364
Q8IQH2,Q9NFP5,0.553
Q8IQH2,P54399,0.789876128
Q8IQH2,P15007,0.708709
Q8IQH2,P46150,0.7899997027072
Q8IQH2,O97102,0.237
Q8IQH2,Q94518,0.4029
Q8IQH2,A0A0B4K7C5,0.6241
Q8IQH2,Q9V3V2,0.237
Q8IQH2,P35122,0.74023
Q8IQH2,M9PF61,0.237
Q8IQH2,Q8IQF8,0.6241
Q8IQH2,Q9VTK9,0.6241
Q8IQH2,O18404,0.6794
Q8IQH2,Q9V429,0.6241
Q8IQH2,Q7KN62,0.7869032
Q8IQH2,A1ZB71,0.553
Q8IQH2,Q9XZJ4,0.7853548
Q8IQH2,Q9VW59,0.67387
Q8IQH2,P91938,0.71258
Q8IQH2,Q9V3V9,0.237
Q8IQH2,Q9GU68,0.74023
Q8IQH2,Q9VGS2,0.775069
Q8IQH2,P07764,0.7853548
Q8IQH2,Q9VQF7,0.237
Q8IQH2,Q9VLB7,0.67387
Q8IQH2,Q8IPB1,0.237
Q8IQH2,Q9V3I1,0.6794
Q8IQH2,Q8I0J1,0.6241
Q8IQH2,Q8IMG1,0.6241
Q8IQH2,Q9V9U3,0.6241
Q8IQH2,M9MSL3,0.4029
Q8IQH2,P12881,0.7853548
Q8IQH2,O02649,0.7189
Q8IQH2,A1Z6X6,0.237
Q8IQH2,O61604,0.6241
Q8IQH2,Q8IQZ7,0.78268381
Q8IQH2,Q8IQZ8,0.6241
Q8IQH2,Q59E30,0.553
Q8IQH2,Q01604,0.783364
Q8IQH2,Q9VD02,0.237
Q8IQH2,Q9W0H8,0.6794
Q8IQH2,P22769,0.783364
Q8IQH2,Q9VAN7,0.7880092
Q8IQH2,B7Z0E0,0.7426
Q8IQH2,Q8INK2,0.6241
Q8IQH2,Q8INK3,0.67387
Q8IQH2,Q9VGM2,0.6241
Q8IQH2,Q9VPX6,0.75682
Q8IQH2,Q9VPX7,0.237
Q8SXE8,Q9V668,0.24
Q8SXE8,Q9W1T5,0.09
Q8SXE8,P22265,0.24
Q8SXE8,Q9VW56,0.2559
Q8SXE8,Q9W3C3,0.09
Q8SXE8,Q9VMV7,0.24
Q8SXE8,Q9VIS3,0.237
Q8SXE8,Q9V345,0.2811
Q8SXE8,Q9VTD9,0.237
Q8SXE8,Q9VVG4,0.237
Q8SXE8,Q8SXR4,0.237
Q8SXE8,Q9VVJ5,0.21
Q9VTY2,Q9V668,0.632
Q9VTY2,Q9W1T5,0.237
Q9VTY2,P22265,0.632
Q9VTY2,Q9VW56,0.67387
Q9VTY2,Q9W3C3,0.237
Q9VTY2,Q9VMV7,0.632
Q9VTY2,Q9VIS3,0.6241
Q9VTY2,Q9V345,0.74023
Q9VTY2,Q9VTD9,0.6241
Q9VTY2,Q9VVG4,0.6241
Q9VTY2,Q8SXR4,0.6241
Q9VTY2,Q9VVJ5,0.553
Q9VTY2,P08879,0.783364
Q9VTY2,Q9NFP5,0.553
Q9VTY2,P54399,0.789876128
Q9VTY2,P15007,0.708709
Q9VTY2,P46150,0.7899997027072
Q9VTY2,O97102,0.237
Q9VTY2,Q94518,0.4029
Q9VTY2,A0A0B4K7C5,0.6241
Q9VTY2,Q9V3V2,0.237
Q9VTY2,P35122,0.74023
Q9VTY2,M9PF61,0.237
Q9VTY2,Q8IQF8,0.6241
Q9VTY2,Q9VTK9,0.6241
Q9VTY2,O18404,0.6794
Q9VTY2,Q9V429,0.6241
Q9VTY2,Q7KN62,0.7869032
Q9VTY2,A1ZB71,0.553
Q9VTY2,Q9XZJ4,0.7853548
Q9VTY2,Q9VW59,0.67387
Q9VTY2,P91938,0.71258
Q9VTY2,Q9V3V9,0.237
Q9VTY2,Q9GU68,0.74023
Q9VTY2,Q9VGS2,0.775069
Q9VTY2,P07764,0.7853548
Q9VTY2,Q9VQF7,0.237
Q9VTY2,Q9VLB7,0.67387
Q9VTY2,Q8IPB1,0.237
Q9VTY2,Q9V3I1,0.6794
Q9VTY2,Q8I0J1,0.6241
Q9VTY2,Q8IMG1,0.6241
Q9VTY2,Q9V9U3,0.6241
Q9VTY2,M9MSL3,0.4029
Q9VTY2,P12881,0.7853548
Q9VTY2,O02649,0.7189
Q9VTY2,A1Z6X6,0.237
Q9VTY2,O61604,0.6241
Q9VTY2,Q8IQZ7,0.78268381
Q9VTY2,Q8IQZ8,0.6241
Q9VTY2,Q59E30,0.553
Q9VTY2,Q01604,0.783364
Q9VTY2,Q9VD02,0.237
Q9VTY2,Q9W0H8,0.6794
Q9VTY2,P22769,0.783364
Q9VTY2,Q9VAN7,0.7880092
Q9VTY2,B7Z0E0,0.7426
Q9VTY2,Q8INK2,0.6241
Q9VTY2,Q8INK3,0.67387
Q9VTY2,Q9VGM2,0.6241
Q9VTY2,Q9VPX6,0.75682
Q9VTY2,Q9VPX7,0.237
Q9W0P3,Q8MSX2,0.9980613637888
Q9W0P3,P91641,0.9956372416
Q9W0P3,Q9XZT1,0.9856288
Q9W0P3,Q9VSH4,0.87072176
Q9W0P3,Q9VVS4,0.995924032
Q9W0P3,Q8T9B6,0.2916
Q9W0P3,Q9W0P8,0.993829072
Q9W0P3,Q9VS38,0.9968458144
Q9W0P3,A1ZBT5,0.9557008
Q9W0P3,Q9Y149,0.993829072
Q9W0P3,P51140,0.50896625568
Q9W0P3,Q95RJ9,0.99749944192
Q9W0P3,Q9GYV9,0.9964687216
Q9W0P3,Q9VT57,0.995086048
Q9W0P3,Q9W1X7,0.99221296
Q9W0P3,A1ZAK7,0.29928
Q9W0P3,A1ZAK8,0.857936
Q9W0P3,A1ZAK9,0.29928
Q9W0P3,Q9VUB7,0.94334704
Q9W0P3,A0A0B4KGW6,0.69832
Q9W0P3,Q9VEB9,0.788104
Q9W0P3,Q9VF03,0.997025142976
Q9W0P3,P25439,0.997553072896
Q9W0P3,Q7KTX8,0.99707207008
Q9W0P3,P20153,0.997435755136
Q9VRL3,Q9VTE5,0.817174
Q9VRL3,Q9VW56,0.727609
Q9VRL3,Q9VGP6,0.85085044
Q9VRL3,O01939,0.85085044
Q9VRL3,Q9VTY4,0.2559
Q9VSJ2,Q9VRK8,0.56
A1ZAY9,Q26365,0.67387
A1ZAY9,M9PBR6,0.237
Q94524,Q8IMQ8,0.298866
Q94524,Q9VBA0,0.5080722
Q94524,Q86BS6,0.7870138
Q94524,P30432,0.21
Q94524,Q9W4H9,0.99900528784384
Q94524,P22979,0.951699568
Q94524,Q9VH32,0.36196806
Q94524,P11929,0.987851752
Q94524,Q8T4F7,0.8858295016
Q94524,Q7JRF0,0.09
Q94524,P08879,0.9960202339552
Q94524,Q9VA51,0.24
Q94524,Q0KHQ6,0.298866
Q94524,Q9VWH7,0.93345814
Q94524,P02516,0.76998904
Q94524,Q9VQ04,0.7870138
Q94524,P20240,0.99732208894852
Q94524,Q7KSE0,0.24
Q94524,Q9VEC4,0.24
Q94524,Q8IR26,0.697354
Q94524,P42287,0.258
Q94524,Q7KSX2,0.09
Q94524,Q7K035,0.928985752
Q94524,P08928,0.99913384077612
Q94524,Q9VJZ5,0.95437876
Q94524,Q7JPS2,0.8567492
Q94524,Q95T29,0.7870138
Q94524,P11346,0.992537604136
